SP;GD;NUM_BP;DROPPED_PAIRS;SEQS
Dicrurus_aldabranus;0.00226757369614512;1;0;2
Dicrurus_annectans;NaN;0;2;2
Dicrurus_atripennis;0.0272108843537415;12;0;2
Dicrurus_balicassius;NaN;0;2;2
Dicrurus_bracteatus;NaN;0;6;3
Dicrurus_forficatus;0.00151171579743008;2;0;3
Dicrurus_fuscipennis;0.00681818181818182;3;0;2
Dicrurus_hottentottus;0.0137626987426073;15;8;4
Dicrurus_leucophaeus;0.00604686318972033;8;6;4
Dicrurus_ludwigii;0.00226757369614512;1;0;2
Dicrurus_macrocercus;0.00195121951219512;2;4;3
Dicrurus_modestus;0;0;0;2
Dicrurus_paradiseus;0.0322339811010234;34;2;3
Dicrurus_remifer;0.00227272727272727;1;10;4
Didunculus_strigirostris;0.000878837590813218;15;4;3
Diglossa_baritula;0.00437828371278459;5;0;2
Diglossa_brunneiventris;0;0;0;2
Diglossa_cyanea;0.00652055893877166;18;0;3
Diglossa_gloriosa;0;0;0;2
Diglossa_humeralis;0.00536672629695886;3;0;2
Diglossa_mystacalis;0.00876424189307625;10;0;2
Diglossa_plumbea;0.00328947368421053;3;0;2
Diglossa_sittoides;0.00271444082519001;15;0;4
Diglossa_venezuelensis;0.000875656742556918;1;0;2
Dinopium_benghalense;NaN;0;2;2
Dinopium_javanense;0.00366555145966911;6;2;3
Diomedea_antipodensis;0;0;2;1
Diomedea_dabbenena;0;0;2;1
Diomedea_epomophora;0.000875656742556918;1;0;2
Diomedea_exulans;0.0972222222222222;98;0;2
Diuca_diuca;0.0167276139309433;89;0;4
Dives_dives;0.00193986420950533;6;6;4
Dolichonyx_oryzivorus;0;0;0;3
Doliornis_sclateri;0;0;4;3
Dolospingus_fringilloides;0.00175131348511384;6;0;3
Donacobius_atricapilla;0.0203380572096816;61;0;3
Dromococcyx_phasianellus;NaN;0;2;2
Drymophila_caudata;0.00130661965140591;4;0;3
Drymophila_devillei;0.0141736590793195;289;0;11
Dryocopus_javensis;NaN;0;2;2
Dryocopus_lineatus;0.00196078431372549;2;4;3
Dryocopus_martius;0.00383203543197384;11;2;4
Dryocopus_pileatus;0.0495257621774480;301;8;5
Dubusia_taeniata;0;0;0;2
Ducula_bicolor;0.0123688064437393;23;8;4
Ducula_pacifica;0.00130847235852143;4;0;3
Ducula_pinon;0.0413650465356774;40;0;2
Ducula_rubricera;0.00874316939890710;8;0;2
Ducula_rufigaster;0.000980392156862745;1;0;2
Dulus_dominicus;0.0197916666666667;19;0;2
Dumetella_carolinensis;NaN;0;6;3
Dumetia_hyperythra;0.00725122974936505;21;0;3
Dysithamnus_mentalis;0.0122841260940199;122;0;5
Dysithamnus_puncticeps;0.0122581122484031;72;0;4
Egretta_eulophotes;0.00437828371278459;5;0;2
Egretta_garzetta;0.00175131348511384;2;10;4
Egretta_novaehollandiae;0;0;10;1
Egretta_sacra;0;0;10;1
Elaenia_chiriquensis;0.00396825396825397;9;8;5
Elaenia_cristata;0.00701402805611222;7;0;2
Elaenia_flavogaster;0;0;4;3
Elanoides_forficatus;0.0168881438014797;235;16;9
Eleoscytalopus_indigoticus;0.0181641478618913;93;0;6
Eleoscytalopus_psychopompus;0;0;0;2
Elminia_albonotata;0.0228091236494598;19;0;2
Elminia_longicauda;NaN;0;2;2
Elminia_nigromitrata;0.00782472613458529;5;0;2
Elseyornis_melanops;NaN;0;2;2
Emberiza_aureola;0.0233240767771593;196;0;5
Emberiza_bruniceps;0.00843060959792477;26;6;4
Emberiza_buchanani;0.00306748466257669;2;0;2
Emberiza_caesia;0.00468863918510877;21;0;4
Emberiza_capensis;0.0193673436325824;95;0;4
Emberiza_chrysophrys;0.000961538461538462;1;4;3
Emberiza_cia;0.00577592482297664;50;0;5
Emberiza_cineracea;0.00602409638554217;6;4;3
Emberiza_cioides;0.00122477968887828;34;0;8
Emberiza_cirlus;0.00220720217243935;19;0;5
Emberiza_citrinella;0.00247113864128409;49;32;10
Emberiza_elegans;0.00964040537449259;695;0;15
Emberiza_flaviventris;0.00662303045572777;41;0;4
Emberiza_fucata;0.0585739344460117;829;18;8
Emberiza_godlewskii;0.0248248545651723;1296;0;12
Emberiza_hortulana;0.00261961619516930;28;0;6
Emberiza_impetuani;0.00706697321271124;20;0;3
Emberiza_jankowskii;0.00192307692307692;2;0;2
Emberiza_leucocephalos;0.00140550362397794;3;0;3
Emberiza_melanocephala;0.00253207838721009;6;4;4
Emberiza_pallasi;0.00194878237194679;32;24;8
Emberiza_pusilla;0.0167573615389124;258;12;7
Emberiza_rustica;0.0239890568350891;2892;0;17
Emberiza_rutila;0.00345215217707749;48;0;6
Emberiza_schoeniclus;0.00426568781092528;403;266;26
Emberiza_socotrana;0.00417063507960064;5;0;3
Emberiza_spodocephala;0.00195126184605432;82;14;11
Emberiza_stewarti;0.00128763080890740;8;0;4
Emberiza_striolata;0.00290416263310745;3;0;2
Emberiza_sulphurata;NaN;0;2;2
Emberiza_tahapisi;0.0206203887839536;350;0;7
Emberiza_tristrami;0.00231582305582153;44;0;7
Emberiza_variabilis;0.00327543019235342;14;0;4
Emberiza_yessoensis;0.00966183574879227;10;0;2
Emberizoides_herbicola;0.0183999604343775;178;0;5
Emberizoides_ypiranganus;0.000923361034164358;1;0;2
Embernagra_platensis;0.0302204112370153;164;0;4
Empidonax_albigularis;0.00175131348511384;2;0;2
Empidonax_alnorum;0.00289159700368711;14490;804;137
Empidonax_atriceps;0;0;0;2
Empidonax_difficilis;0.00627553998832458;43;0;4
Empidonax_flavescens;0.00817279626386457;28;0;3
Empidonax_flaviventris;0.000875656742556918;1;0;2
Empidonax_fulvifrons;0.00437828371278459;5;0;2
Empidonax_hammondii;0.00613496932515337;7;0;2
Empidonax_minimus;0.00920295106387262;102;0;5
Empidonax_oberholseri;0.00262697022767075;3;0;2
Empidonax_occidentalis;0.00236475608328316;14;0;4
Empidonax_traillii;0.00340278048207842;16276;552;95
Empidonax_virescens;0.00175284972501306;3;8;4
Empidonax_wrightii;0.00291885580852306;10;0;3
Enicurus_leschenaulti;0.0382732345184949;112;0;3
Enicurus_scouleri;0.00234156609772756;14;0;4
Entomodestes_leucotis;0.00487804878048781;5;10;4
Eophona_migratoria;0.0173347778981582;16;4;3
Eophona_personata;0.00108225108225108;1;4;3
Eopsaltria_australis;0.0304997679887899;20078;0;35
Eopsaltria_georgiana;0.105078809106830;120;0;2
Eopsaltria_griseogularis;0.0428196147110333;489;0;5
Eos_cyanogenia;0.00150364300983922;6;0;4
Ephippiorhynchus_asiaticus;0.0210631895687061;21;0;2
Ephippiorhynchus_senegalensis;0.00201207243460765;2;0;2
Epimachus_albertisi;0.00531746484036817;15;0;3
Epimachus_fastuosus;0.00237812128418549;2;0;2
Epimachus_meyeri;0.0118906064209275;10;0;2
Epinecrophylla_fjeldsaai;0.000956937799043062;1;0;2
Epinecrophylla_fulviventris;0.00218466047332775;61;0;8
Epinecrophylla_haematonota;0.0261813537675607;82;0;3
Epinecrophylla_leucophthalma;0.0175293306527592;288;48;11
Epinecrophylla_ornata;0.00287356321839080;3;0;2
Epinecrophylla_spodionota;0.0114942528735632;12;0;2
Epthianura_albifrons;0.00383509108341323;4;0;2
Epthianura_crocea;0.00536480686695279;5;0;2
Eremiornis_carteri;0.0125874125874126;9;0;2
Eremophila_alpestris;0.0144633752963729;7588;0;35
Eremopsaltria_mongolicus;0.00325027085590466;3;0;2
Eremopterix_griseus;0.00200000000000000;2;4;3
Eremopterix_nigriceps;0.0227355352381560;288;0;6
Eremopterix_verticalis;NaN;0;2;2
Ergaticus_ruber;0.00299395407348159;7429;0;77
Ergaticus_versicolor;0.00123566501292549;22;0;7
Erithacus_akahige;0.00443055173024886;3310;0;39
Erithacus_komadori;0.0214140176708053;603;0;8
Erithacus_rubecula;0.0169356095461692;157071;292;147
Erpornis_zantholeuca;0.0177226369708694;270;12;7
Erythrocercus_mccallii;0.0526946107784431;44;0;2
Erythropygia_barbata;0.00300601202404810;3;0;2
Erythropygia_coryphaeus;0.0380761523046092;38;0;2
Erythropygia_galactotes;0.0290581162324649;29;0;2
Erythropygia_hartlaubi;0.0104166666666667;10;0;2
Erythropygia_leucophrys;0.00566453419659832;17;0;3
Erythropygia_leucosticta;0.00815494393476045;8;0;2
Erythropygia_paena;0.00200400801603206;2;0;2
Erythropygia_quadrivirgata;0.0285803289582987;84;0;3
Erythrura_trichroa;0.0501635768811341;46;0;2
Estrilda_troglodytes;NaN;0;2;2
Eubucco_bourcierii;0.0735276191742644;207;0;3
Eucometis_penicillata;0.0122439880158985;11228;0;44
Eudocimus_albus;0.00157790927021696;88;0;11
Eudocimus_ruber;0.00159537437510647;104;0;12
Eudromia_elegans;0.00293272523247275;10;0;3
Eudynamys_scolopaceus;0;0;24;6
Eudynamys_taitensis;0;0;24;1
Eudyptes_chrysocome;0.00563726092507876;403;0;13
Eudyptes_chrysolophus;0.00218330495601922;33;0;6
Eudyptes_moseleyi;0.000398127937270318;6;0;7
Eudyptes_schlegeli;0.0129701686121920;10;0;2
Eudyptes_sclateri;0.00694444444444444;7;0;2
Eudyptula_minor;0.0193483669855503;788;158;20
Eulabeornis_castaneoventris;0.00191570881226054;2;4;3
Eulacestoma_nigropectus;0.0129032258064516;8;0;2
Eulipoa_wallacei;0;0;0;4
Eumyias_albicaudatus;0.0130196331459121;2825;0;20
Eumyias_thalassinus;0.00554016620498615;6;0;2
Eunymphicus_cornutus;0.00159639136017089;4;0;3
Eunymphicus_uvaeensis;0;0;0;6
Eupetomena_macroura;0.00158730158730159;6;0;5
Euphagus_cyanocephalus;0.00353356890459364;4;0;2
Euphonia_hirundinacea;0;0;0;2
Euplectes_afer;0.0348534930964432;193;0;4
Euplectes_albonotatus;0.00577200577200577;16;0;3
Euplectes_ardens;0.0346320346320346;96;0;3
Euplectes_axillaris;0.0411255411255411;38;0;2
Euplectes_capensis;0.0396825396825397;110;0;3
Euplectes_franciscanus;0.0108225108225108;10;0;2
Euplectes_gierowii;0.0627705627705628;58;0;2
Euplectes_hordeaceus;0.0122655122655123;34;0;3
Euplectes_macroura;0.0328282828282828;91;0;3
Euplectes_orix;0.0378787878787879;35;0;2
Euplectes_progne;0.0676698254017842;178;0;3
Eupodotis_afraoides;0.000876501337902038;10;0;5
Eupodotis_humilis;0.000738279808047250;2;0;3
Eupodotis_rueppellii;0.00175259256303168;12;0;4
Eupodotis_ruficrista;0.00700525394045534;8;0;2
Eupodotis_senegalensis;0.00476406268975770;77;12;7
Eurostopodus_mystacalis;0;0;0;2
Eurynorhynchus_pygmeus;0.00406689294958231;12;6;4
Eurystomus_orientalis;0.00102391333069098;31;32;10
Euthlypis_lachrymosa;0.00175131348511384;2;0;2
Falco_amurensis;0.00267379679144385;3;0;2
Falco_berigora;0.00199600798403194;2;0;2
Falco_biarmicus;0.00644972148929933;22;0;3
Falco_cenchroides;0.0125654588037157;36;0;3
Falco_cherrug;0.00335756479160663;170;176;19
Falco_chicquera;0.0120866974857695;75;0;4
Falco_columbarius;0.0239440607973568;342;12;7
Falco_concolor;0.00267618198037467;3;0;2
Falco_cuvierii;0;0;0;2
Falco_dickinsoni;0;0;0;2
Falco_eleonorae;0.00402769037130271;96;0;7
Falco_fasciinucha;0;0;0;3
Falco_femoralis;0.0134144555295009;151;0;5
Falco_jugger;0;0;0;2
Falco_longipennis;0.00379447556926439;12;0;3
Falco_naumanni;0.0279596956491571;636;0;7
Falco_novaeseelandiae;0.000982318271119843;1;0;2
Falco_pelegrinoides;0.00103457733990303;16;0;6
Falco_peregrinus;0.00412962928534975;5311;202;52
Falco_punctatus;0.00754148778027312;20;0;3
Falco_rupicoloides;0.0130047912388775;38;0;3
Falco_rusticolus;0.00123505086977756;48;80;13
Falco_sparverius;0.0128097645841585;149;24;8
Falco_subbuteo;0.0160898574528916;54;0;3
Falco_tinnunculus;0.00508205994541093;648;32;17
Falco_vespertinus;0.00519317858888085;48;10;6
Falcunculus_frontatus;0.00103953386135824;2;0;3
Ficedula_albicilla;0.000197170049671520;82;0;29
Ficedula_albicollis;0.000626557602271315;2;0;3
Ficedula_crypta;0.0261437908496732;16;0;2
Ficedula_disposita;NaN;0;2;2
Ficedula_dumetoria;0.0540023992875852;171;6;4
Ficedula_hodgsonii;NaN;0;2;2
Ficedula_hyperythra;0.0169499871518474;764;0;11
Ficedula_hypoleuca;0.00183763815137573;41;26;9
Ficedula_monileger;0.0468292682926829;48;0;2
Ficedula_mugimaki;0.00399996839179022;62;0;6
Ficedula_narcissina;0.0642796023460958;160;0;3
Ficedula_nigrorufa;0.00390224993585954;462;32;17
Ficedula_parva;0.0249462693905254;5369;0;21
Ficedula_platenae;0.00650957024196461;17;0;3
Ficedula_rufigula;0.106212424849699;106;0;2
Ficedula_sapphira;NaN;0;2;2
Ficedula_semitorquata;0.00313446978030843;10;0;3
Ficedula_strophiata;0.00403252078722986;42;0;5
Ficedula_subrubra;NaN;0;2;2
Ficedula_superciliaris;0.00133600534402138;4;0;3
Ficedula_tricolor;0.0292631105742222;308;0;5
Ficedula_westermanni;0.00261805662607266;8;0;3
Ficedula_zanthopygia;0.00211508832024820;23;0;5
Florisuga_fusca;0;0;0;1
Florisuga_mellivora;0;0;0;1
Fluvicola_albiventer;0.00100200400801603;1;0;2
Formicarius_colma;0.0209201077320862;259;0;9
Formicivora_grisea;0;0;4;3
Formicivora_iheringi;0.00191570881226054;2;0;2
Formicivora_melanogaster;0;0;0;2
Formicivora_rufa;0.00721739665469676;81;42;10
Formicivora_serrana;0.00383141762452107;4;0;2
Forpus_conspicillatus;0.00618113991443988;340;98;18
Forpus_cyanopygius;0.00170807854199323;132;18;14
Forpus_modestus;0.0177293299298444;2020;0;15
Forpus_passerinus;0.00296508646293230;271;80;17
Forpus_xanthopterygius;0.0300595037335150;1659;0;11
Francolinus_adspersus;0;0;0;3
Francolinus_afer;0.0174848803948026;921;40;13
Francolinus_africanus;0.00303030303030303;2;0;2
Francolinus_albogularis;0.0343655592628074;170;0;4
Francolinus_bicalcaratus;0.0259336421096620;203;0;5
Francolinus_capensis;0;0;0;2
Francolinus_castaneicollis;0.00878015043941927;54;0;4
Francolinus_clappertoni;0.0135095447870778;46;0;3
Francolinus_coqui;0.0406743574552227;1674;60;13
Francolinus_erckelii;0;0;0;2
Francolinus_finschi;0.00505816894284269;10;0;3
Francolinus_hartlaubi;0.00328282828282828;8;0;3
Francolinus_hildebrandti;0.0179485269653132;237;2;6
Francolinus_lathami;0.00580551523947750;4;0;2
Francolinus_leucoscepus;0.0167400881057269;57;0;3
Francolinus_levaillantii;0.0587875609461513;320;8;5
Francolinus_levaillantoides;0.0357140872879969;681;6;8
Francolinus_natalensis;0.00757575757575758;5;0;2
Francolinus_pintadeanus;NaN;0;2;2
Francolinus_psilolaemus;0.0437899965555374;115;0;3
Francolinus_sephaena;0.0324242424242424;309;10;6
Francolinus_shelleyi;0.0374864837805366;337;0;5
Francolinus_squamatus;0.0363654761416522;115;4;4
Francolinus_swainsonii;0.0330387798313118;161;0;4
Fraseria_cinerascens;0.0231388329979879;23;0;2
Fraseria_ocreata;0.0410628019323672;34;0;2
Fratercula_arctica;0.000959694664355302;6;0;4
Fratercula_cirrhata;0.00292682926829268;3;0;2
Frederickena_unduligera;0.00601202404809619;6;0;2
Fregata_andrewsi;0.00146709894767347;12;0;5
Fregata_magnificens;0.00251908682880434;113931;29568;295
Fregata_minor;0.0135269557235977;944;28;15
Fregetta_grallaria;0.0413471312052794;835;36;10
Fregetta_tropica;0.00527228581338883;76;12;7
Fringilla_coelebs;0.0172300143847047;68833;222;112
Fringilla_montifringilla;0.00721767422130413;238;0;9
Fringilla_teydea;0.000564434083017324;1888;252;27
Fulica_americana;0.000875656742556918;1;10;4
Fulica_atra;0.0129857749023832;120;36;8
Fulica_cristata;NaN;0;2;2
Fulmarus_glacialis;0.0135270246427101;42;6;4
Fulmarus_glacialoides;0.00288184438040346;3;0;2
Furnarius_cristatus;0;0;0;2
Furnarius_rufus;0;0;4;3
Galerida_cristata;0.0103133499500559;1022;164;21
Galerida_theklae;0.0215682365541428;1091;24;13
Gallicolumba_beccarii;0.00287631831255992;3;0;2
Gallicolumba_luzonica;0.0209125475285171;22;0;2
Gallicrex_cinerea;0.00894706555921916;48;8;5
Gallinago_gallinago;0.0444383303758722;562;24;8
Gallinago_nigripennis;0.00284900284900285;2;0;2
Gallinago_paraguaiae;0.0241935483870968;15;0;2
Gallinago_stenura;0.00349215744303048;59;4;3
Gallinula_chloropus;0.00773919496937523;96;62;11
Gallirallus_australis;0.00645987684190496;100;70;12
Gallirallus_calayanensis;0;0;4;3
Gallirallus_insignis;0;0;0;2
Gallirallus_okinawae;0;0;0;1
Gallirallus_owstoni;0;0;0;3
Gallirallus_philippensis;0.00411083025018923;134;180;19
Gallirallus_rovianae;0.0130293159609121;4;0;2
Gallirallus_striatus;0.00836691528193875;29;12;5
Gallirallus_sylvestris;0;0;6;4
Gallirallus_torquatus;0.0104276657489336;19;0;4
Gallus_gallus;0.00271625556766871;32235;43730;258
Gallus_lafayetii;0.00554766758559982;15;0;3
Gallus_sonneratii;0.0246649761243120;352;0;6
Gallus_varius;0.0356229317098234;94;0;3
Garrulax_affinis;0.0164555819781095;330;4;8
Garrulax_albogularis;0.0172354215011440;101;4;5
Garrulax_caerulatus;0.0403877221324717;25;0;2
Garrulax_canorus;0.00484475944148609;153150;0;241
Garrulax_chinensis;0.0106063404722969;16295;108;55
Garrulax_cineraceus;0.00503302383123647;44;0;5
Garrulax_courtoisi;0.00161550888529887;1;0;2
Garrulax_davidi;0.00241501344760473;9;0;4
Garrulax_delesserti;0.00152394775036284;126;0;13
Garrulax_elliotii;0.00464044044418171;15364;178;90
Garrulax_erythrocephalus;0.0286015859758143;606;0;8
Garrulax_formosus;0.00360253208827890;24;10;6
Garrulax_leucolophus;0.0379164351039344;202;4;5
Garrulax_lineatus;0.0116868490930105;90;0;5
Garrulax_lunulatus;0.141843971631206;120;0;2
Garrulax_maesi;0.000875656742556918;1;0;2
Garrulax_maximus;0.0197693574958814;12;0;2
Garrulax_melanostigma;0;0;0;1
Garrulax_merulinus;0.0155279503105590;15;0;2
Garrulax_milleti;NaN;0;2;2
Garrulax_milnei;0.00806103649856318;84;0;6
Garrulax_mitratus;0.00612959719789842;7;0;2
Garrulax_monileger;0.0197960057903438;160;0;5
Garrulax_morrisonianus;0.00164744645799012;1;0;2
Garrulax_nuchalis;0.00103519668737060;1;0;2
Garrulax_ocellatus;0.00876567957432139;205;14;9
Garrulax_pectoralis;0.0205261537152763;256;0;6
Garrulax_perspicillatus;0.0910165484633570;77;0;2
Garrulax_poecilorhynchus;0.0157512124991362;220;0;6
Garrulax_sannio;0.00710590881812969;129;8;8
Garrulax_squamatus;0.00350262697022767;4;4;3
Garrulax_striatus;0.00886684424849209;20;6;4
Garrulax_subunicolor;0.0245183887915937;84;6;4
Garrulax_sukatschewi;0.00344827586206897;2;0;2
Garrulax_taewanus;0.00291344309514187;395;0;16
Garrulax_variegatus;0.00139386270426769;3;6;4
Garrulus_glandarius;0.0208717251601294;104664;2628;98
Gavia_arctica;0.0500000000000000;46;0;2
Gavia_immer;0.000830348737821432;512;152;40
Gavia_pacifica;0.00262697022767075;3;0;2
Gavia_stellata;0.00175131348511384;6;0;3
Geococcyx_californianus;0.0186435762201265;16;24;6
Geopelia_striata;0.00480307396733910;5;4;3
Geositta_antarctica;0;0;0;2
Geositta_crassirostris;0;0;0;2
Geositta_cunicularia;0.0170712263575456;77;24;7
Geositta_poeciloptera;0.00254452926208651;2;6;4
Geositta_rufipennis;NaN;0;2;2
Geositta_tenuirostris;NaN;0;2;2
Geospiza_conirostris;0.00111760851110882;6;0;4
Geospiza_difficilis;0.0111082469879381;1148;0;16
Geospiza_fortis;0.0325095151081220;826;16;9
Geospiza_fuliginosa;0.00463551996284480;89;0;7
Geospiza_magnirostris;0.00222310684729957;57;0;8
Geospiza_scandens;0.00448952218913598;142;0;9
Geothlypis_aequinoctialis;0.0261587122775831;257;0;5
Geothlypis_auricularis;0;0;0;1
Geothlypis_chiriquensis;0;0;0;1
Geothlypis_poliocephala;0.0112201163221872;173;0;6
Geothlypis_rostrata;0.00452634982217911;14;0;3
Geothlypis_semiflava;0.0190863176794453;59;0;3
Geothlypis_speciosa;0.00583090379008746;6;0;2
Geothlypis_trichas;0.00735914566568299;896;32;17
Geotrygon_frenata;0.00384245917387128;4;0;2
Geotrygon_saphirina;0.0316231042271701;98;0;3
Geotrygon_violacea;0.0626808100289296;65;0;2
Geranoaetus_melanoleucus;0.00191544123791583;6;0;3
Geranospiza_caerulescens;0.0381400107273991;236;0;4
Geronticus_eremita;0.00275029953757340;4;0;4
Gerygone_fusca;0.0226537216828479;14;0;2
Gerygone_igata;0;0;0;1
Gerygone_mouki;0.00157977883096367;1;0;2
Glareola_pratincola;0.00670498084291188;7;0;2
Glaucidium_bolivianum;0.00333333333333333;1;4;3
Glaucidium_brasilianum;0.0162173771361120;12432;600;49
Glaucidium_californicum;0.00505050505050505;1;4;3
Glaucidium_cuculoides;NaN;0;2;2
Glaucidium_gnoma;NaN;0;2;2
Glaucidium_hardyi;0.000986193293885602;1;0;2
Glaucidium_jardinii;NaN;0;2;2
Glaucidium_nanum;NaN;0;2;2
Glaucidium_passerinum;0.00200400801603206;20;0;5
Glaucidium_perlatum;NaN;0;2;2
Glaucidium_peruanum;0.0299401197604790;30;4;3
Glaucis_aeneus;0.00438596491228070;4;0;2
Glaucis_hirsutus;0;0;0;1
Glossopsitta_concinna;0.00309597523219814;2;0;2
Glyphorynchus_spirurus;0.0508688954655327;6017200;84250;573
Gnorimopsar_chopi;0;0;0;2
Gorsachius_goisagi;0;0;0;1
Gorsachius_magnificus;0;0;0;1
Gorsachius_melanolophus;0;0;0;1
Goura_cristata;0.00108629053997631;851;40;12
Goura_scheepmakeri;0.000929124170760022;160;10;6
Goura_victoria;0.00197686199428178;4186;32;17
Grallaria_albigula;0.00301253748175348;27;0;5
Grallaria_blakei;0;0;0;2
Grallaria_capitalis;0.0135155749522558;1433;0;16
Grallaria_dignissima;0;0;0;2
Grallaria_erythroleuca;0.00804228368286758;72;0;5
Grallaria_hypoleuca;0.00123108637452766;31;0;8
Grallaria_przewalskii;0.000617531138851124;25;0;10
Grallaria_ridgelyi;0.00265251989389920;1;0;2
Grallaria_ruficapilla;0;0;0;2
Grallaria_rufula;0;0;0;2
Grallaria_squamigera;0.0441767068273092;88;8;4
Grallaria_varia;0;0;0;2
Grallaria_watkinsi;0;0;0;2
Grallaricula_lineifrons;0;0;0;2
Grallina_cyanoleuca;0.00887211225175487;27;12;5
Graminicola_bengalensis;0.0195722790375970;122;0;4
Graydidascalus_brachyurus;0;0;0;3
Grus_americana;0.00262697022767075;3;0;2
Grus_antigone;0.00443666082895505;228;42;12
Grus_canadensis;0.00883996330581269;212;30;9
Grus_carunculatus;0.000875656742556918;1;4;3
Grus_grus;0.000875656742556918;1;4;3
Grus_japonensis;0.00203313440827190;115;32;8
Grus_leucogeranus;0.00262697022767075;3;4;3
Grus_monacha;0.000875656742556918;1;4;3
Grus_nigricollis;0.00262697022767075;3;4;3
Grus_paradisea;0.00175131348511384;2;4;3
Grus_rubicunda;0.00583771161704612;20;0;3
Grus_vipio;0.00350262697022767;4;4;3
Grus_virgo;0.000875656742556918;1;18;5
Guaruba_guarouba;0.0150928534411261;87;16;6
Gubernetes_yetapa;0.00100200400801603;1;0;2
Guira_guira;0.0627919254812260;102;12;5
Guttera_pucherani;0.0149779735682819;17;0;2
Gygis_alba;0.00403004498798018;19140;274;139
Gymnocichla_nudiceps;0.0260735661416541;156;0;4
Gymnoderus_foetidus;0;0;4;3
Gymnogyps_californianus;0.0307377049180328;90;0;3
Gymnomystax_mexicanus;0.00113895216400911;1;0;2
Gymnophaps_albertisii;0;0;0;2
Gymnopithys_leucaspis;0.0103654363411627;62;0;4
Gymnorhina_tibicen;0.0168697813991735;1292;64;18
Gymnorhinus_cyanocephalus;0.00407999181005316;12;0;3
Gypaetus_barbatus;0.0217458630403537;317;0;6
Gypohierax_angolensis;0.00390625000000000;4;0;2
Gyps_africanus;0.00260432389704614;408;0;18
Gyps_bengalensis;0.00274623797570615;534;0;20
Gyps_coprotheres;0.00379307344479807;58;0;6
Gyps_fulvus;0.00626476534190302;1218;40;21
Gyps_himalayensis;0.00148809523809524;32;14;8
Gyps_indicus;0.00156021564327485;24;0;6
Gyps_rueppellii;0.00223632885712300;48;0;7
Gyps_tenuirostris;0.000651041666666667;4;0;4
Habia_fuscicauda;0.00732410859073382;335;0;10
Habia_rubica;0.0491115329954517;244433;0;101
Haematoderus_militaris;0;0;4;3
Haematopus_ater;0;0;4;1
Haematopus_ostralegus;0.00998563832900382;17;16;5
Haematopus_unicolor;0.00257069408740360;1;0;2
Haematortyx_sanguiniceps;NaN;0;2;2
Halcyon_coromanda;0.0227670753064799;26;0;2
Halcyon_pileata;0;0;0;1
Halcyon_smyrnensis;0;0;10;4
Haliaeetus_albicilla;0.0718480138169257;208;0;3
Haliaeetus_leucogaster;0.00194174757281553;2;0;2
Haliaeetus_pelagicus;0.000973709834469328;1;0;2
Haliaeetus_sanfordi;0;0;0;2
Haliaeetus_vocifer;0.00194174757281553;2;0;2
Haliaeetus_vociferoides;0;0;0;1
Haliastur_sphenurus;0.000970873786407767;1;4;3
Halobaena_caerulea;0.000520027709988341;244;0;33
Halocyptena_microsoma;0;0;0;3
Hapalopsittaca_amazonina;0.0149519727450417;530;0;9
Hapalopsittaca_fuertesi;0.00443655723158829;5;0;2
Hapalopsittaca_melanotis;0.0122947907876812;117;0;5
Hapalopsittaca_pyrrhops;0.00303030303030303;3;0;2
Haplospiza_rustica;0.0159108989657916;20;6;4
Haplospiza_unicolor;0.00295782961327416;27;0;5
Harpia_harpyja;0.000970873786407767;1;4;3
Harpyhaliaetus_coronatus;0.000470509368961796;3;0;4
Harpyhaliaetus_solitarius;0;0;0;2
Harpyopsis_novaeguineae;0.00267094017094017;5;8;4
Heliodoxa_aurescens;0;0;8;1
Heliolais_erythropterus;0.0135265700483092;14;0;2
Heliornis_fulica;0.00175131348511384;2;0;2
Hellmayrea_gularis;NaN;0;6;3
Helmitheros_vermivorum;0.00181072176275511;12;0;4
Hemignathus_flavus;0;0;0;1
Hemignathus_kauaiensis;NaN;0;2;2
Hemignathus_munroi;0.00632911392405063;5;0;2
Hemignathus_parvus;0.00755287009063444;5;0;2
Hemignathus_virens;0.0106947253596346;30;14;5
Hemiphaga_novaeseelandiae;0.00471790410257888;148;0;9
Hemiprocne_comata;0.0329758014551782;108;0;3
Hemiprocne_mystacea;0.0108991825613079;4;4;3
Hemispingus_atropileus;0;0;0;2
Hemispingus_frontalis;0.0589941972920696;61;10;4
Hemispingus_melanotis;NaN;0;2;2
Hemispingus_verticalis;NaN;0;2;2
Henicorhina_leucosticta;0.0440938494727418;43693;0;43
Herpsilochmus_atricapillus;0.0160804020100503;16;0;2
Herpsilochmus_rufimarginatus;NaN;0;2;2
Heterocercus_linteatus;0;0;0;4
Heteromirafra_archeri;0.00225358546261026;11;0;4
Heteromirafra_ruddi;0.00237247924080664;2;4;3
Heteromirafra_sidamoensis;0;0;0;2
Heteromyias_albispecularis;0.0175438596491228;4;0;2
Heterophasia_auricularis;0.00243902439024390;2;0;2
Heterophasia_capistrata;0.00543264353689670;57;10;7
Heterophasia_gracilis;0.00517598343685300;5;0;2
Heterophasia_melanoleuca;0.00338857399472858;11;4;4
Heterophasia_picaoides;0;0;0;2
Heterophasia_pulchella;0.00270270270270270;6;0;3
Heterospingus_rubrifrons;0.00350569675723050;4;0;2
Heterospingus_xanthopygius;0.000962463907603465;1;0;2
Hieraaetus_ayresii;0.000963391136801541;2;8;4
