ACC_NUM,JETZ_NEW,RED_LIST_JETZ.2017.,NOTES,GENE,NUM_BP,NEW_NAME_PHYLO,ORDER,OscSubOsc,FAMILY
KU961243.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961244.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961245.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961246.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961247.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961248.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961249.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961250.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961251.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961252.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961253.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961254.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961255.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961256.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961257.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961258.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961259.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961260.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961261.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961262.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961263.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961264.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961265.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961266.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961267.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961268.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961269.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961270.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961271.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961272.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961273.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961274.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961275.1,Bleda canicapillus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961213.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961214.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961215.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961216.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961217.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961218.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961219.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961220.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961221.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961222.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961223.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961224.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961225.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961226.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961227.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961228.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961229.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961230.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961231.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961232.1,Bleda eximius,NT,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961180.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961181.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961182.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961183.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961184.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961185.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961186.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961187.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961188.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961189.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961190.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961191.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961192.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961193.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961194.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961195.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961196.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961197.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961198.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961199.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961200.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961201.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961202.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961203.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961204.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961205.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961206.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961207.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961208.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961209.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961210.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961211.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961212.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961162.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961163.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961164.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961165.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961166.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961167.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961168.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961169.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961170.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961171.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961172.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961173.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961174.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961175.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961176.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961177.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961178.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961179.1,Bleda notatus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355099.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355100.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355101.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355102.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355103.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355104.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355105.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355106.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355107.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355108.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355109.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355110.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355111.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355112.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355113.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355114.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355115.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355116.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355117.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355118.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355119.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355120.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355121.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355122.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KC355123.1,Bleda syndactylus,LC,"",cytochrome b,954,,PASSERIFORMES,Passeri,Pycnonotidae
KU961276.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961277.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961278.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961279.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961280.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961281.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961282.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961283.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961284.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961285.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961286.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961287.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961288.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961289.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961290.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961291.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961292.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961293.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961294.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961295.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961296.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961297.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961298.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961299.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961300.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961301.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961302.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961303.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961304.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961305.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961306.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961307.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961308.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961309.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961310.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961311.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961312.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961313.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961314.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961315.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961316.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961317.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961318.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961319.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961320.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961321.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961322.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961323.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961324.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961325.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961326.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961327.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961328.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961329.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961330.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961331.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961332.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961333.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU961334.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
KU984913.1,Bleda syndactylus,LC,"",cytochrome b,955,,PASSERIFORMES,Passeri,Pycnonotidae
DQ479271.1,Blythipicus pyrrhotis,LC,"",cytochrome b,1031,,PICIFORMES,NONPASSERIFORMES,Picidae
AY701059.1,Blythipicus pyrrhotis,LC,"",cytochrome b,952,,PICIFORMES,NONPASSERIFORMES,Picidae
KF765953.1,Blythipicus rubiginosus,LC,"",cytochrome b,952,,PICIFORMES,NONPASSERIFORMES,Picidae
KC923912.1,Lichenostomus frenatus,LC,"",cytochrome b,1026,,PASSERIFORMES,Passeri,Meliphagidae
AF285786.1,Bombycilla cedrorum,LC,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AF285791.1,Bombycilla cedrorum,LC,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AF285792.1,Bombycilla cedrorum,LC,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AF399681.1,Bombycilla cedrorum,LC,"",cytochrome b,282,,PASSERIFORMES,Passeri,Bombycillidae
AY329448.1,Bombycilla cedrorum,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Bombycillidae
AY509630.1,Bombycilla cedrorum,LC,"",cytochrome b,358,,PASSERIFORMES,Passeri,Bombycillidae
EU834869.1,Bombycilla cedrorum,LC,"",cytochrome b,397,,PASSERIFORMES,Passeri,Bombycillidae
FJ177315.1,Bombycilla cedrorum,LC,"",cytochrome b,992,,PASSERIFORMES,Passeri,Bombycillidae
KJ909187.1,Bombycilla cedrorum,LC,"",cytochrome b,16540,,PASSERIFORMES,Passeri,Bombycillidae
AF285793.1,Bombycilla garrulus,LC,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AF285794.1,Bombycilla garrulus,LC,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AF285795.1,Bombycilla garrulus,LC,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AF285796.1,Bombycilla garrulus,LC,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AY228049.1,Bombycilla garrulus,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Bombycillidae
AY329449.1,Bombycilla garrulus,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Bombycillidae
FJ177316.1,Bombycilla garrulus,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Bombycillidae
AF151394.1,Bombycilla japonica,NT,"",cytochrome b,484,,PASSERIFORMES,Passeri,Bombycillidae
AF285797.1,Bombycilla japonica,NT,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
AF285798.1,Bombycilla japonica,NT,"",cytochrome b,1050,,PASSERIFORMES,Passeri,Bombycillidae
FJ177317.1,Bombycilla japonica,NT,"",cytochrome b,1001,,PASSERIFORMES,Passeri,Bombycillidae
AF230167.1,Bonasa umbellus,LC,"",cytochrome b,609,,GALLIFORMES,NONPASSERIFORMES,Phasianidae
AY509677.1,Bonasa umbellus,LC,"",cytochrome b,358,,GALLIFORMES,NONPASSERIFORMES,Phasianidae
JF303669.1,Bonasa umbellus,LC,"",cytochrome b,177,,GALLIFORMES,NONPASSERIFORMES,Phasianidae
KX534430.1,Bonasa umbellus,LC,"",cytochrome b,1002,,GALLIFORMES,NONPASSERIFORMES,Phasianidae
AF193833.1,Botaurus lentiginosus,LC,"",cytochrome b,1041,,PELECANIFORMES,NONPASSERIFORMES,Ardeidae
DQ485897.1,Botaurus lentiginosus,LC,"",cytochrome b,1143,,PELECANIFORMES,NONPASSERIFORMES,Ardeidae
AY465748.1,Botaurus stellaris,LC,"",cytochrome b,1041,,PELECANIFORMES,NONPASSERIFORMES,Ardeidae
KJ190955.1,Botaurus stellaris,LC,"",cytochrome b,20350,,PELECANIFORMES,NONPASSERIFORMES,Ardeidae
KY404184.1,Pycnonotus atriceps,LC,Different Name,cytochrome b,1143,,PASSERIFORMES,Passeri,Pycnonotidae
AF407445.1,Brachypteracias leptosomus,VU,"",cytochrome b,1045,,CORACIIFORMES,NONPASSERIFORMES,Brachypteraciidae
AF407446.1,Brachypteracias leptosomus,VU,"",cytochrome b,1045,,CORACIIFORMES,NONPASSERIFORMES,Brachypteraciidae
AF407447.1,Brachypteracias squamiger,VU,"",cytochrome b,1045,,CORACIIFORMES,NONPASSERIFORMES,Brachypteraciidae
GU644575.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644576.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644577.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644578.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644579.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644580.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644581.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644582.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644583.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644584.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644585.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644586.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644587.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644588.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644589.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644590.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644591.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644592.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644593.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644594.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644595.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644596.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
GU644597.1,Myiomela albiventris,EN,"",cytochrome b,1067,,PASSERIFORMES,Passeri,Muscicapidae
