SP,GD,NUM_BP,DROPPED_PAIRS,SEQS,IUCN
Hypsipetes_leucocephalus,0.00266560214278356,414,0,17,LC
Icteria_virens,0.0101831504681178,133,0,6,LC
Icterus_abeillei,8.10578432410789e-4,126,0,19,LC
Icterus_cayanensis,0.00822441015494392,998,0,16,LC
Icterus_galbula,0.00194183837406342,1007,0,34,LC
Icterus_spurius,0.00210989229295865,127,0,12,LC
Illadopsis_rufipennis,0.0259218258637649,3930,0,18,LC
Iole_indica,0.00891577774239771,560,0,11,LC
Irena_cyanogastra,0.0312627623948379,316,0,7,NT
Irena_puella,0.00652717093550831,284,4,14,LC
Ithaginis_cruentus,0.0364997899432509,10597,54,28,LC
Ixos_amaurotis,0.00260362356894404,98,54,12,LC
Ketupa_blakistoni,0.00946463151961591,3345,14,8,EN
Lagopus_lagopus,0.00169559314382569,78,56,16,LC
Lagopus_muta,0.00105586548526457,951,262,46,LC
Lalage_nigra,0.020675228643705,850,0,9,LC
Lampornis_amethystinus,0.00843706499870464,39862,3648,164,LC
Lanius_bucephalus,0.0157034442498541,269,0,6,LC
Lanius_collurio,0.0154962375627875,363,0,7,LC
Lanius_excubitor,0.0229781612384484,8481,42,32,LC
Lanius_isabellinus,0.0222981441102895,432,0,7,LC
Lanius_ludovicianus,0.00349300357992327,193,88,15,NT
Lanius_meridionalis,0.0369246659933837,75019,2160,87,VU
Lanius_schach,0.00549594353885072,269,0,10,LC
Larus_argentatus,0.00514147918997046,10538,746,72,LC
Larus_cachinnans,0.00588615229931005,1415,542,34,LC
Larus_canus,0.004692976779114,838,38,20,LC
Larus_crassirostris,7.50562922191644e-4,6,16,6,LC
Larus_dominicanus,0.00349432690631718,842,84,23,LC
Larus_fuscus,0.00419195573817782,723,228,25,LC
Larus_glaucescens,0.00239715986084586,10,30,8,LC
Larus_heermanni,8.23820133042244e-4,34926,574,288,NT
Larus_hyperboreus,0.00556759018233587,1466,48,25,LC
Larus_marinus,0.00371928421130946,384,180,21,LC
Larus_michahellis,0.00214961634431056,252,60,17,LC
Larus_occidentalis,3.75281461095822e-4,18,98,14,LC
Larus_schistisagus,8.2092819614711e-4,15,24,8,LC
Larus_thayeri,0.00150112584438329,36,48,10,LC
Leiothrix_argentauris,0.00590984122733065,64,8,6,LC
Lepidocolaptes_affinis,0.0062614193582304,5991,0,45,LC
Lepidocolaptes_angustirostris,0.00254423494057488,68,138,15,LC
Lepidocolaptes_lacrymiger,0,0,14,8,LC
Lepidocolaptes_souleyetii,0.0176123984519679,565,18,10,LC
Lepidothrix_coronata,0.0319570454587953,134995,11936,154,LC
Lepidothrix_iris,0.00768609084250035,5644,318,43,VU
Lepidothrix_nattereri,0.00531966121761344,12755,560,74,LC
Lepidothrix_vilasboasi,0.00333150784958014,219,0,12,VU
Leptopogon_amaurocephalus,0.0030907525739024,559,0,20,LC
Leptotila_verreauxi,0.0254202450974593,554,0,7,LC
Leucopternis_albicollis,0.0184952611730714,2513,0,17,LC
Leucopternis_kuhli,0.00469281142057643,72,0,6,LC
Leucopternis_melanops,0.0148457895836048,429,0,8,LC
Leucopternis_occidentalis,0,0,0,6,EN
Leucosticte_tephrocotis,0.00129871464784673,970,0,40,LC
Lewinia_muelleri,5.61167227833895e-4,14,0,8,VU
Lewinia_pectoralis,0.00221788611063029,89,40,12,LC
Liocichla_phoenicea,0.0170709373413738,205,28,9,LC
Liocichla_steerii,0.00345187597838711,30,58,10,LC
Locustella_ochotensis,0.0215130767705603,1578,0,12,LC
Locustella_pleskei,0.0160395686906181,2210,0,17,VU
Lonchura_caniceps,3.36807659352351e-4,204,0,9,LC
Lonchura_castaneothorax,0.00541686206499241,107160,98,50,LC
Lonchura_flaviprymna,0.0021559031116311,1632,0,10,LC
Lonchura_forbesi,0.00221269814722475,1675,0,10,LC
Lonchura_grandis,0.00541419958071171,17305,0,20,LC
Lonchura_hunsteini,2.85296028257422e-4,216,0,10,LC
Lonchura_melaena,0.00377912445280256,5785,0,14,LC
Lonchura_nevermanni,0.00216630009249916,1640,0,10,LC
Lonchura_nigerrima,3.81713005815627e-4,289,0,10,LC
Lonchura_spectabilis,9.76417769675823e-4,3121,0,20,LC
Lonchura_stygia,3.92243183497775e-4,297,0,10,NT
Lophorina_superba,0.0177471127049409,12599,0,40,LC
Lophura_nycthemera,0.0136177392276601,133935,270,137,LC
Loxia_curvirostra,0.00800120461372327,616,0,13,LC
Loxigilla_noctis,0.0089290729282796091,1675,0,21,LC
Loxops_coccineus,0.00108499095840868,6,42,8,EN
Luscinia_brunnea,0.00265702307171501,294,0,15,LC
Luscinia_calliope,0.00969089563457768,225155,0,209,LC
Luscinia_cyane,0.015360441521634,230,0,6,LC
Luscinia_pectardens,0.0370775918955837,769,0,7,NT
Luscinia_pectoralis,6.59272658035035e-4,24,0,9,LC
Luscinia_svecica,0.00306945760800802,11352,4556,151,LC
Macronectes_giganteus,0.00780882647801453,620,0,15,LC
Macronectes_halli,0.00357565011820331,121,0,10,LC
Malacocincla_malaccensis,0.0308593306914625,52275,2900,79,NT
Malacoptila_fulvogularis,0.0125236675265565,334,0,8,LC
Malacoptila_fusca,0.0182294283295385,5485,0,26,LC
Malacoptila_rufa,0.0329106682883226,127323,0,95,LC
Malacoptila_semicincta,0.00293341692928691,837,0,25,LC
Megalaima_haemacephala,0.0323951040496262,8037,82,24,LC
Megapodius_reinwardt,0.00705638154379435,293,0,11,LC
Megascops_asio,0.0120538169462711,651,220,21,LC
Megascops_atricapilla,0.00701507095265324,55,24,7,LC
Megascops_choliba,0.0106000640000485,131,50,10,LC
Megascops_guatemalae,0.0377977690052754,280,24,7,LC
Megascops_hoyi,0.016523155583523,190,40,9,LC
Megascops_kennicottii,0.0324096998701937,455,40,10,LC
Megascops_watsonii,0.0380811614977302,260,16,6,LC
Melanerpes_aurifrons,0.0251850478711491,1783,20,14,LC
Melanerpes_carolinus,0.00812755921478755,381,0,10,LC
Melanerpes_erythrocephalus,5.92895429009102e-4,9,0,6,NT
Melanerpes_formicivorus,0.0079177202208358,5381,0,48,LC
Melanerpes_pucherani,0.00316757075884314,45,0,6,LC
Melanerpes_pygmaeus,0.00336330689734506,39,0,6,LC
Melanerpes_striatus,0.0796143469714195,1126,0,6,LC
Melanerpes_uropygialis,0.00230537171079953,43,0,7,LC
Melospiza_melodia,0.00250787155691679,10040,1260,97,LC
Mergus_octosetaceus,0.0436385080347929,296,0,7,CR
Merops_apiaster,0.00280565580561582,35438,0,171,LC
Metallura_tyrianthina,0.0237774246874348,172,0,7,LC
Microcerculus_marginatus,0.041348955621367,179773,1234,101,LC
Microrhopias_quixensis,0.0393067067612669,813,0,7,LC
Miliaria_calandra,0.0018031238018216,37,0,7,LC
Milvus_migrans,0.0115941611298914,6124,744,43,LC
Milvus_milvus,5.5233157339877e-4,46,150,20,NT
Mimus_parvulus,0.0263758424879266,994,0,12,LC
Minla_cyanouroptera,0.00802296800611718,77,8,6,LC
Minla_ignotincta,0.0320749016378378,686,12,8,LC
Mionectes_oleagineus,0.0143400394685559,7915,0,34,LC
Mirafra_javanica,0.00926076492230183,192,0,7,LC
Monarcha_browni,0.0208587658161808,367,0,7,NT
Monticola_sharpei,0.012674124946361,359,0,8,LC
Monticola_solitarius,0.0283058805831596,1402,0,11,LC
Montifringilla_adamsi,0.0038658272219916,153,0,10,LC
Montifringilla_blanfordi,0.00481049022333426,190,0,10,LC
Montifringilla_nivalis,0.00380633830635228,3811,740,79,LC
Montifringilla_ruficollis,0.00799027176113902,4659,0,37,LC
Montifringilla_taczanowskii,0.00512658313597845,3875,0,42,LC
Morus_bassanus,0.00663699151479842,90,12,7,LC
Motacilla_alba,0.0201514831935242,873,20,11,LC
Motacilla_cinerea,0.0263148838065598,1342,0,11,LC
Motacilla_citreola,0.0054879679144385,29,34,8,LC
Motacilla_flava,0.0170380979306598,271,136,14,LC
Muscicapa_striata,0.0227350140457187,1909,170,23,LC
Myadestes_ralloides,0.0403409023383931,650,12,7,LC
Myiagra_ferrocyanea,0.00989330746847721,153,0,6,LC
Myiagra_hebetior,0.00763013255738765,118,0,6,VU
Myiarchus_tyrannulus,0.015055330634278,2789,0,20,LC
Myioborus_albifacies,0.00163599343666477,28,0,6,LC
Myioborus_brunniceps,0.0255326143730605,437,0,6,LC
Myioborus_castaneocapilla,0.0143440914018848,344,0,7,LC
Myioborus_melanocephalus,0.00753690267700776,241,0,8,LC
Myioborus_miniatus,0.0221416062046535,2301,0,14,LC
Myiomela_albiventris,0.0128925912404722,5827,0,30,EN
Myiomela_major,0.00200622482427716,309,0,18,EN
Myrmeciza_exsul,0.00692728049029139,142,0,7,LC
Myrmeciza_hemimelaena,0.0150425531079045,32324,0,67,LC
Myrmotherula_axillaris,0.0248451933420949,659702,0,230,LC
Myrmotherula_gularis,0.00193913888653093,3825,0,64,LC
Myrmotherula_hauxwelli,0.0203915287634527,295,36,11,LC
Myrmotherula_iheringi,0.0124656377089623,299,0,10,LC
Myrmotherula_longipennis,0.0248919107180043,347,36,11,LC
Myrmotherula_schisticolor,0.0266551071178932,555,0,7,LC
Nectarinia_humbloti,0.0187412118695313,85,0,6,LC
Nectarinia_jugularis,0.0317919923553198,7011,0,21,LC
Nectarinia_oritis,0.0114871367799253,1516,0,22,LC
Nectarinia_sovimanga,0.00667208460816773,42,0,7,LC
Nesospiza_acunhae,3.92156862745098e-4,9,20,11,VU
Nesospiza_wilkinsi,0.00108932461873638,25,0,10,EN
Newtonia_amphichroa,0.0126317742720531,24641,138,73,LC
Newtonia_archboldi,9.68556126824965e-4,51,0,12,LC
Newtonia_brunneicauda,0.0110168942671193,23425,0,74,LC
Niltava_sundara,0.00118238140029453,24,0,7,LC
Ninox_novaeseelandiae,0.0276663461511027,115,20,7,LC
Nipponia_nippon,5.37393640841917e-4,6,20,7,EN
Nisaetus_cirrhatus,0.00755513376259403,660,156,29,LC
Nisaetus_nanus,0.00303030303030303,8,10,6,VU
Nisaetus_nipalensis,0.0079628449613989,208,118,18,LC
Numenius_tahitiensis,0.00190820314013095,2302,0,51,VU
Nycticorax_nycticorax,0.0123347026958093,124,66,10,LC
Oceanites_oceanicus,0.0189254525063388,624,0,9,LC
Oceanodroma_castro,0.0196675499426481,559,0,8,LC
Oceanodroma_leucorhoa,0.0192667671095284,422,14,8,VU
Opisthocomus_hoazin,0.0358849005530507,733,14,8,LC
Oreomystis_bairdi,0.00253164556962025,6,24,6,CR
Oreomystis_mana,0,0,32,7,EN
Oriolus_chinensis,0.00142857142857143,4,10,6,LC
Orthonyx_novaeguineae,0.0362508080155139,203,0,7,LC
Otis_tarda,0.00340182500168517,184,160,17,VU
Otus_bakkamoena,0.0539119675079259,526,10,6,LC
Otus_elegans,0.00984392140259042,1023,0,14,NT
Otus_longicornis,0.0103816700327072,148,24,8,NT
Otus_megalotis,0.00683250937376697,96,12,7,LC
Otus_rutilus,0.00325430634503414,754,0,34,LC
Otus_scops,0.0108699739719239,1070,148,19,LC
Otus_semitorques,0.00280254777070065,792,0,25,LC
Pachycephala_pectoralis,0.0422334705621877,474,32,8,LC
Pachyptila_belcheri,0.002467764893946,1158,0,33,LC
Pachyptila_desolata,0.00189311117320115,1060,0,36,LC
Pachyptila_salvini,0.00115848371695986,140,0,17,LC
Pachyptila_turtur,0.00112612612612613,15,0,6,LC
Pachyptila_vittata,0.00258938897198998,1617,0,38,LC
Pandion_haliaetus,0.0120491898623343,159071,8382,209,LC
Paradoxornis_alphonsianus,0.0022198227618082,345,0,19,LC
Paradoxornis_fulvifrons,0.00643908424568686,194,0,8,LC
Paradoxornis_gularis,0.00947724590745291,364,18,10,LC
Paradoxornis_guttaticollis,0.00286686431933863,48,10,7,LC
Paradoxornis_nipalensis,0.048961151505451,1504,16,9,LC
Paradoxornis_unicolor,0.00414477524810275,71,0,6,LC
Paradoxornis_webbianus,0.0105459476945735,111774,288,145,LC
Paroaria_capitata,9.78172112087618e-4,39,0,9,LC
Paroaria_coronata,0.00807699813590156,1151,0,17,LC
Paroaria_gularis,0.01481799675748,473,0,8,LC
Paroreomyza_montana,4.21940928270042e-4,1,24,6,EN
Parus_ater,0.027159990300131,64566,240,90,LC
Parus_atricapillus,0.00116844219764226,1872,594,79,LC
Parus_caeruleus,0.00564850955550975,3300,724,47,LC
Parus_carolinensis,0.00308540981135043,10475,206,105,LC
Parus_cyanus,0.00127095122077345,39,118,15,LC
Parus_major,0.0183676252344269,14301,506,54,LC
Parus_montanus,0.0128672549989374,23851,2838,85,LC
Parus_monticolus,0.00389973896843601,43219,1284,164,LC
Parus_palustris,0.0170522338741113,99265,674,115,LC
Parus_rubidiventris,0.0146228373651422,987,0,15,LC
Parus_rufescens,0.00105272304677509,1178,0,47,LC
Parus_venustulus,0.00105385246065551,12,0,6,LC
Passer_domesticus,0.0107597857039598,2377,178,29,LC
Passer_insularis,0.00599400599400599,108,0,12,LC
Passer_montanus,0.00682960456260938,564,128,20,LC
Passerella_iliaca,0.0148345414873923,341,22,12,LC
Passerina_leclancherii,0.00552928348144605,7418,0,61,LC
Patagioenas_subvinacea,0.00315925209542231,49,0,6,VU
Pellorneum_ruficeps,0.0205721065910731,3551,0,19,LC
Penelopides_panini,0.00193487587868561,38,10,9,EN
Perdix_dauurica,0.00280957346653573,64,14,8,LC
Pernis_ptilorhyncus,0.017039586919105,1188,0,21,LC
Petrochelidon_fulva,0.00699033142029885,676,0,15,LC
Petroica_australis,0.00521927963104434,65,12,8,LC
Petroica_macrocephala,0.00638655462184874,76,16,9,LC
Pezoporus_wallicus,0.0119702540391696,3160,54,28,LC
Phaeothlypis_fulvicauda,0.0427425061635205,1322,16,9,LC
Pheucticus_ludovicianus,0.00653168206171123,95,0,6,LC
Phlegopsis_nigromaculata,0.0156345406103395,298,146,16,LC
Phodilus_badius,0.0101882389258142,64,16,6,LC
Phoebastria_albatrus,0.00309398715703444,53,0,6,VU
Phoebastria_nigripes,0.00615652769521306,261,24,13,NT
Phoebetria_fusca,0,0,0,15,EN
Phoebetria_palpebrata,5.05344168992637e-4,80,36,19,NT
Phoenicurus_auroreus,0.0171243340341264,477,0,8,LC
Phoenicurus_ochruros,0.0320686623137644,7141,0,23,LC
Phoenicurus_phoenicurus,0.025072604068722,847,0,9,LC
Phrygilus_alaudinus,0.00704563513007405,76,0,6,LC
Phrygilus_fruticeti,0.00682226330101366,129,0,7,LC
Phrygilus_unicolor,0.0250010482257455,735,0,9,LC
Phyllastrephus_cabanisi,0.0100919488674591,180,0,8,LC
Phylloscopus_affinis,0.0495334064013963,9900,36,27,LC
Phylloscopus_armandii,0.0327944039581864,2321,0,15,LC
Phylloscopus_borealis,0.00408574610509216,1681,56,31,LC
Phylloscopus_chloronotus,0.00490523968784838,102,40,12,LC
Phylloscopus_claudiae,0.00353983387183908,821,0,27,LC
Phylloscopus_collybita,0.0109097276741029,1562,0,18,LC
Phylloscopus_coronatus,0.00624107808444916,85,0,6,LC
Phylloscopus_davisoni,0.0229232638591245,2362,0,18,LC
Phylloscopus_fuscatus,0.0262662127928695,8933,64,34,LC
Phylloscopus_goodsoni,0.0039005939576853,355,0,16,LC
Phylloscopus_griseolus,0.00108844776048593,11,0,6,LC
Phylloscopus_hainanus,0.00152671755725191,15,0,6,VU
Phylloscopus_humei,0.0181368962767665,234,0,6,LC
Phylloscopus_inornatus,0.00739430901219139,116,24,8,LC
Phylloscopus_occipitalis,0.0243316021213263,322,0,6,LC
Phylloscopus_ogilviegranti,0.0024718284260269,34,0,7,LC
Phylloscopus_proregulus,0.00970128703846822,331,126,15,LC
Phylloscopus_pulcher,0.00830654645883223,15047,236,64,LC
Phylloscopus_reguloides,0.020646913121603,11213,76,40,LC
Phylloscopus_ricketti,0.00404926622226127,52,0,6,LC
Phylloscopus_subaffinis,4.29000429000429e-4,6,0,7,LC
Phylloscopus_trochiloides,0.031509470084084903,1404,0,11,LC
Phylloscopus_trochilus,0.00418761859320044,1212,0,25,LC
Phylloscopus_xanthoschistos,0.00514866044260445,55,0,6,LC
Phylloscopus_yunnanensis,0.0121369272438791,115,10,7,LC
Piaya_cayana,0.0179671045650672,21639,400,53,LC
Pica_pica,0.0220521104293291,427615,374,188,LC
Picoides_albolarvatus,0.0016968229548437,5994,0,81,LC
Picoides_pubescens,0.00323619348755479,31,20,7,LC
Picoides_tridactylus,0.0484576981898891,9824,484,33,LC
Picoides_villosus,0.00690099546304233,3976,68,35,LC
Picus_viridis,0.00511596025792584,46,32,9,LC
Pinaroloxias_inornata,0.00598791801652565,80,0,6,VU
Pinicola_enucleator,0.0160729689980377,15956,0,46,LC
Pionopsitta_pileata,0.00633983760456602,98,0,6,LC
Pionus_sordidus,0.0186465736606025,446,0,7,LC
Piranga_flava,0.040890867178943,877,0,7,LC
Piranga_ludoviciana,0.0279242625721668,589,0,7,LC
Piranga_rubra,0.00392957179361931,5782,0,52,LC
Pitohui_dichrous,0.0118771888652366,117,0,7,LC
Pitohui_kirhocephalus,0.0424227955023388,285,0,7,LC
Pitta_erythrogaster,0.0266076374975196,34802,0,60,LC
Pitta_nympha,0.00161606652545697,206,0,21,VU
Platalea_leucorodia,6.47668393782383e-4,3,18,6,LC
Platalea_minor,NA,4,882,92,EN
Platyspiza_crassirostris,0.00502739704571253,126,0,8,LC
Plectrophenax_hyperboreus,7.4084096476208e-4,682,0,41,LC
Plectrophenax_nivalis,0.00110925836330824,1630,0,52,LC
Pnoepyga_albiventer,0.0298490799839135,497,0,7,LC
Pnoepyga_pusilla,0.0107874096904387,287,0,8,LC
Podargus_strigoides,0.0368320359343023,314,34,8,LC
Pogoniulus_bilineatus,0.0170402217212334,30954,0,61,LC
Polyplectron_katsumatae,0.00192993496958255,46,0,7,EN
Polysticta_stelleri,0.0102521764387298,723,0,18,VU
Pomarea_mendozae,0.0124440024440024,414,0,9,EN
Pomatorhinus_ferruginosus,0.0298152060964302,5311,0,19,LC
Pomatorhinus_horsfieldii,0.0172523217533342,2232,0,16,LC
Pomatorhinus_hypoleucos,0.020855786070322,1692,0,13,LC
Pomatorhinus_musicus,0.00423540501223375,903,0,20,LC
Pomatorhinus_ochraceiceps,0.0590162112374656,1228,0,7,LC
Pomatorhinus_ruficollis,0.012383121805028,316355,0,217,LC
Pomatorhinus_schisticeps,0.0429129170263894,10360,40,24,LC
Porphyrio_porphyrio,0.0159895217847463,311,266,21,LC
Premnoplex_brunnescens,0.0437295383756384,248678,0,106,LC
Prioniturus_discurus,0.0228791401641698,335,0,8,LC
Procellaria_aequinoctialis,0.00899961474251961,1752,0,26,VU
Progne_chalybea,0.0320201305426637,867,0,8,LC
Progne_subis,0.0171743690280934,716,0,10,LC
Protonotaria_citrea,0.00198441124959453,33,0,6,LC
Prunella_collaris,0.0212543373633923,567,0,8,LC
Prunella_fulvescens,0.014828200937175,224,12,7,LC
Prunella_immaculata,3.64298724954463e-4,5,0,6,LC
Prunella_montanella,0.00322320194907594,106,0,9,LC
Prunella_strophiata,0.00335335398921465,124,18,10,LC
Psarocolius_angustifrons,0.0102926852036879,334,0,9,LC
Psarocolius_decumanus,0.0161084476748546,308,0,7,LC
Pseudobulweria_rostrata,0.0120251894624868,26,16,6,NT
Pseudopodoces_humilis,0.0166505074861284,6081,0,29,LC
Psittacus_erithacus,0.0205289231886308,910,0,12,EN
Pterodroma_arminjoniana,0.007811786203746,513,0,12,VU
Pterodroma_feae,0.00184474607992007,4257,0,77,NT
Pterodroma_incerta,0.00100075056292219,24,0,7,EN
Pterodroma_macroptera,4.34137003045539e-4,25,0,11,LC
Pterodroma_madeira,0.00157599633204334,3114,0,69,EN
Pterodroma_magentae,0.00141920112408949,6116,352,90,CR
Pterodroma_mollis,0.00154548450257547,36,28,9,LC
Pterodroma_neglecta,0.00527638190954774,147,0,8,LC
Pterodroma_phaeopygia,0.00291064354689147,1755,0,33,CR
Pterodroma_sandwichensis,0.0058315212040474,194267,39300,422,VU
Pterodroma_solandri,0.00109692859992022,16104,0,184,VU
Pteroglossus_azara,0.012008465640823,322,0,8,LC
Pteroglossus_bailloni,0.0304118025166905,358,0,6,NT
Pteroglossus_castanotis,0.00363306773276364,51,0,6,LC
Pteruthius_aenobarbus,0.024163601599907,947,0,9,LC
Pteruthius_flaviscapis,0.0266462017405199,2610,0,14,LC
Pteruthius_melanotis,0.00579161359843025,120,0,7,LC
Pteruthius_rufiventer,0.00350262697022767,40,10,6,LC
Pteruthius_xanthochlorus,0.0123625646063816,388,16,9,LC
Ptilinopus_rivoli,0.00883198217950369,177,0,7,LC
Ptilonorhynchus_violaceus,0.0103365483996774,39,18,6,LC
Ptiloris_intercedens,0.00368584922329031,398,0,16,LC
Ptiloris_magnificus,0.0184345158384798,5378,0,26,LC
Ptiloris_paradiseus,0.00136946941525541,26,0,7,LC
Puffinus_carneipes,0.00381406350983491,34128,580,147,NT
Puffinus_gavia,0.00372296825947083,86,48,11,LC
Puffinus_griseus,0.00926356789548961,1075,56,29,NT
Puffinus_lherminieri,0.00484860535751121,140,54,12,LC
Puffinus_mauretanicus,0.00452529876666833,23186,3604,123,CR
Puffinus_pacificus,0.00118448326917382,20,22,12,LC
Puffinus_puffinus,0.0051129708724635,80,24,8,LC
Puffinus_yelkouan,0.00153370934792055,179,64,18,VU
Pycnonotus_goiavier,0.0409042300105561,26561,0,35,LC
Pycnonotus_jocosus,0.0103858251901727,868,0,13,LC
Pycnonotus_plumosus,0.00244344905213691,466,116,31,LC
Pycnonotus_sinensis,0.00558215818012611,174504,0,261,LC
Pygoscelis_adeliae,0.0017003888868243,4433,0,77,LC
Pygoscelis_antarcticus,0.0191096532215658,602,0,9,LC
Pygoscelis_papua,0.0153665004887474,422,0,8,LC
Pyrilia_barrabandi,0.00814454638576106,127,12,7,NT
Pyrilia_caica,0.00408923050394261,92,0,7,NT
Pyrilia_vulturina,0.00312014426074793,45,0,6,VU
Pyrocephalus_rubinus,0.0111671691800967,23849,0,60,LC
Pyrrhocorax_pyrrhocorax,0.00758474111600135,419,20,14,LC
Pyrrhula_aurantiaca,0.00327905323278074,22,12,6,LC
Pyrrhula_erythaca,0.0041059455317044,789,0,22,LC
Pyrrhula_erythrocephala,0.00522279651466306,152,0,9,LC
Pyrrhula_murina,4.5659250348497e-4,7,14,9,VU
Pyrrhula_nipalensis,0.00509199759584464,203,20,11,LC
Pyrrhula_pyrrhula,0.00549850492469472,5813,304,54,LC
Pyrrhura_griseipectus,0.00175847876836591,40,0,7,EN
Pyrrhura_leucotis,0.00678915757863126,109,0,6,VU
Pyrrhura_melanura,0.00928735737363219,454,0,10,LC
Pyrrhura_pfrimeri,0.00422110401250324,116,0,8,EN
Pyrrhura_picta,0.0116943864343801,426,0,9,LC
Querula_purpurata,0.00566736078012683,6183,102,52,LC
Quiscalus_mexicanus,0.0151146374284123,724,20,11,LC
Quiscalus_niger,0.0113247237857873,184,0,6,LC
Ramphastos_toco,0.00674028200090828,128,0,7,LC
Ramphocelus_flammigerus,0.00171886945080608,297,360,28,LC
Ramphocelus_icteronotus,0.00479078050194016,10870,8288,130,LC
Regulus_calendula,0.0488682316595567,520,4,6,LC
Regulus_goodfellowi,0.00197276314114802,62,0,9,LC
Regulus_ignicapilla,0.00115048394959804,14,0,6,LC
Regulus_madeirensis,0.00230633074080092,267,0,15,LC
Regulus_regulus,0.0189337468353344,43032,0,82,LC
Regulus_satrapa,0.046548501649852,779,14,8,LC
Remiz_macronyx,0.00277907155160878,477,0,21,LC
Remiz_pendulinus,0.00711867336353989,3420,0,35,LC
Rhegmatorhina_berlepschi,0.00105343811790316,130,0,16,LC
Rhegmatorhina_cristata,0.00333734363564645,125,0,9,LC
Rhegmatorhina_gymnops,0.00188079575336513,1258,792,47,VU
Rhegmatorhina_hoffmannsi,0.00827720256074322,4263,0,32,NT
Rhegmatorhina_melanosticta,0.00577527489221425,5405,0,43,LC
Rhipidura_javanica,0.00710541759216196,1763,0,22,LC
Rhopocichla_atriceps,0.0187905695428345,1655,0,13,LC
Rostratula_benghalensis,0.0554731216403367,1884,18,10,LC
Rowettia_goughensis,7.84313725490196e-4,4,10,6,CR
Saltator_coerulescens,0.0281325488551188,939,0,9,LC
Saltator_grossus,0.0156178212360959,1920,0,16,LC
Saltator_maximus,0.0180729096622801,563,16,9,LC
Saxicola_caprata,0.0296878852743504,3438,0,16,LC
Saxicola_dacotiae,0.00402482834037768,50,10,7,NT
Saxicola_ferreus,0.0260239548816923,261,8,6,LC
Saxicola_torquatus,0.0340398880097458,12656,0,29,LC
Schiffornis_virescens,0.00183400994642568,744,0,29,LC
Sclerurus_albigularis,0.0246045172587778,1658,0,12,NT
Sclerurus_caudacutus,0.0269769620576588,7602,0,24,LC
Sclerurus_guatemalensis,0.0190289632013432,408,0,7,LC
Sclerurus_mexicanus,0.0586527290496117,165812,0,75,LC
Sclerurus_rufigularis,0.0384321655711009,15184,0,29,LC
Sclerurus_scansor,0.010591116611051,12576,0,49,LC
Scolopax_minor,0.00547403013773474,362,0,15,LC
Scolopax_rusticola,0.0102841478783195,8944,96,49,LC
Scytalopus_latrans,0.0359748967057655,147,0,6,LC
Scytalopus_magellanicus,0.10999600051651,1242,58,12,LC
Scytalopus_pachecoi,0.005409883097228,192,0,15,LC
Scytalopus_speluncae,0.0398461119998969,79118,0,105,LC
Seicercus_affinis,0.0151955221224138,379,0,8,LC
Seicercus_omeiensis,0.00352074644385474,129,0,11,LC
Seicercus_soror,0.00346564910789064,182,0,13,LC
Seicercus_tephrocephalus,0.00224084525881964,33,0,7,LC
Seicercus_valentini,0.00738530805000625,402,0,13,LC
Seicercus_whistleri,0.00734775928164377,434,0,13,LC
Selenidera_gouldii,0.00989244352654823,70,40,9,LC
Sheppardia_aurantiithorax,0.0119564870275859,336,0,8,EN
Sheppardia_cyornithopsis,0.0407594708002697,897,0,7,LC
Sialia_sialis,0.00429145199373975,48,20,7,LC
Sitta_europaea,0.0454648388026288,1167,0,8,LC
Sitta_pygmaea,0.00230543156378091,4508,152,77,LC
Somateria_spectabilis,0.00523941485173246,189,0,12,LC
Spheniscus_demersus,0.00376332573216003,260,0,12,EN
Spheniscus_humboldti,0.00180913628318663,240,60,17,VU
Spheniscus_magellanicus,0.00462878050063615,199,42,10,NT
Spheniscus_mendiculus,0.00397998888271262,46,12,7,EN
Sphyrapicus_ruber,0.00274409770533802,994,0,27,LC
Sphyrapicus_varius,0.0494912455474095,1387,34,10,LC
Spizella_breweri,0.00142759859781899,50,16,10,LC
Spizixos_semitorques,0.00268150942757804,19020,242,122,LC
Sporophila_bouvreuil,0.00719022216870163,1556,100,27,LC
Sporophila_caerulescens,0.00335951724037255,61,28,9,LC
Sporophila_castaneiventris,0.00355257021355595,29,20,7,LC
Sporophila_cinnamomea,0.00242179884444085,26,32,8,VU
Sporophila_collaris,0.00290070461294762,74,16,9,LC
Sporophila_hypoxantha,0.00383281334019668,1487,128,33,LC
Sporophila_melanogaster,0.0050914662909699,126,16,9,NT
Sporophila_minuta,0.0044279308327796,183,60,13,LC
Sporophila_palustris,0.0044859947909237,175,40,12,EN
Sporophila_ruficollis,0.00278055760265695,70,48,11,NT
Stachyris_chrysaea,0.00443819572245646,76,12,7,LC
Stachyris_nigriceps,0.0477774193711822,792,12,7,LC
Stachyris_ruficeps,0.0256510438966591,150476,240,114,LC
Stephanoaetus_coronatus,0.0051555587269873,11,16,6,NT
Stercorarius_longicaudus,0.00249856687560142,56,0,8,LC
Stercorarius_parasiticus,0.0408737251010521,558,0,6,LC
Stercorarius_pomarinus,6.55453055350721e-4,12,0,7,LC
Sterna_bengalensis,0.00980392156862744,135,20,11,LC
Sterna_hirundo,0.00168597168597169,21,42,12,LC
Sterna_sandvicensis,0.0165712321723415,148,28,9,LC
Stigmatopelia_chinensis,0.00560380040437333,41,28,7,LC
