SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS
Catamblyrhynchus_diadema,0.003294893,2,0,2
Catamenia_analis,0.001854407,5,0,3
Catamenia_inornata,0.007992962,477,0,12
Catharacta_antarctica,0.00180417,21,0,6
Catharacta_chilensis,0.00371732,122,0,9
Catharacta_lonnbergi,0.002988815,61,0,7
Catharacta_maccormicki,0.00177909,34,14,8
Catharacta_skua,0.001900877,34,2,7
Catharopeza_bishopi,0.000874891,1,0,2
Cathartes_aura,0.00032693,5,12,7
Cathartes_burrovianus,0.023764888,144,0,4
Cathartes_melambrotus,0.000624809,2,0,3
Catharus_aurantiirostris,0.047786296,129,0,3
Catharus_bicknelli,0.003397508,3,0,2
Catharus_dryas,0.006852518,19,0,3
Catharus_frantzii,0.010762637,8712,406,51
Catharus_fuscater,0.045300113,40,0,2
Catharus_fuscescens,0.000924362,144,0,18
Catharus_gracilirostris,0.011312217,30,0,3
Catharus_guttatus,0.011181893,36880,0,80
Catharus_mexicanus,0.013638692,37,0,3
Catharus_minimus,0.002377027,391,0,18
Catharus_occidentalis,0.004869543,28,0,4
Catharus_ustulatus,0.010056264,30853,154,78
Catoptrophorus_semipalmatus,0.003448276,3,0,2
Celeus_brachyurus,0.057923308,81,2,3
Celeus_elegans,0.002150538,2,0,2
Celeus_flavus,0.004310345,4,0,2
Celeus_grammicus,0.005169753,134,0,9
Celeus_loricatus,0.003253796,3,0,2
Celeus_obrieni,0,0,0,3
Celeus_spectabilis,0.003055556,22,0,5
Celeus_undatus,0,0,0,2
Centropus_phasianinus,,0,2,2
Centropus_sinensis,0.002916302,10,6,4
Cephalopterus_ornatus,0,0,4,3
Cephalopyrus_flammiceps,0,0,0,2
Cepphus_columba,0,0,0,2
Cepphus_grylle,0.008365508,26,0,3
Cercococcyx_montanus,0.059210526,18,4,3
Cercomacra_carbonaria,0.000956938,1,0,2
Cercomacra_cinerascens,0.069218501,217,0,3
Cercomacra_laeta,0.008803381,27,0,3
Cercomacra_manu,0.018181818,19,0,2
Cercomacra_melanaria,0.01012871,31,0,3
Cercomacra_nigrescens,0.025467892,78,0,3
Cercomacra_nigricans,0.001007049,1,0,2
Cercomacra_serva,0.010870344,66,0,4
Cercomacra_tyrannina,0.024444304,250,0,5
Cercomela_familiaris,0.020402382,210,0,5
Cercomela_fusca,0.086119554,85,0,2
Cercomela_melanura,0.076019223,211,0,3
Cercomela_schlegelii,0.002117151,6,0,3
Cercomela_sinuata,0.002581829,8,0,3
Cercomela_sordida,0.031835206,102,0,3
Cercomela_tractrac,0.020582407,61,0,3
Cereopsis_novaehollandiae,0,0,2,3
Certhia_americana,0.006510417,10,6,4
Certhia_brachydactyla,0.011328125,319,0,11
Certhia_discolor,0.001953125,1,4,3
Certhia_familiaris,0.012712099,1834,84,25
Certhia_himalayana,0.005022321,54,14,8
Certhia_hodgsoni,0.016493056,304,0,9
Certhia_manipurensis,0.001302083,2,0,3
Certhia_nipalensis,0,0,6,4
Certhia_tianquanensis,0,0,0,5
Certhiaxis_cinnamomeus,0.002059732,2,0,2
Certhidea_olivacea,0.017903149,1027,0,12
Certhilauda_albescens,,0,2,2
Certhilauda_barlowi,,0,2,2
Certhilauda_burra,0.002726653,4,6,4
Certhilauda_chuana,0.001777286,74,26,14
Certhilauda_curvirostris,0,0,2,3
Certhilauda_erythrochlamys,0.003683622,18,0,5
Certhilauda_semitorquata,,0,2,2
Certhilauda_subcoronata,0.002070393,1,4,3
Ceryle_rudis,0.122484689,140,0,2
Cettia_acanthizoides,0.003042464,47,0,6
Cettia_annae,0.0046875,3,0,2
Cettia_brunnescens,0,0,0,2
Cettia_cetti,0.019385882,898,0,10
Cettia_diphone,0.011263975,786,0,13
Cettia_flavolivacea,0.026974952,84,0,3
Cettia_fortipes,0.027162169,394,0,6
Cettia_parens,0,0,0,2
Cettia_ruficapilla,0.0015625,1,0,2
Cettia_seebohmi,0.002333042,8,0,3
Cettia_vulcania,0.006757601,70,0,5
Ceyx_erithaca,0.191588785,205,0,2
Chaetorhynchus_papuensis,0.000969932,1,0,2
Chaetura_pelagica,0.004576999,27,8,5
Chaetura_vauxi,0,0,4,3
Chaimarrornis_leucocephalus,0.001506093,9,0,4
Chalcophaps_indica,0.021728997,333,0,6
Chalcophaps_stephani,0.02811245,28,0,2
Chalcopsitta_cardinalis,0.002375297,2,0,2
Chalcopsitta_duivenbodei,0.012127894,11,0,2
Chamaea_fasciata,0.001830253,3826,122,62
Chamaepetes_goudotii,0.026857979,31,2,3
Chamaeza_campanisona,,0,2,2
Charadrius_alexandrinus,0.073267327,74,0,2
Charadrius_obscurus,0.000788363,82,0,14
Charadrius_vociferus,0.035870516,41,0,2
Charmosyna_papou,0.005415162,3,0,2
Charmosyna_placentis,0,0,0,2
Charmosyna_pulchella,0,0,0,2
Charmosyna_rubronotata,0.002880187,6,0,3
Chasiempis_sandwichensis,0,0,0,2
Chen_canagica,0.000284576,2,82,11
Chen_rossii,0.012440191,13,4,3
Chenonetta_jubata,,0,6,3
Chersomanes_albofasciata,0.000998004,2,12,5
Chiroxiphia_caudata,0.035679333,234347,536,136
Chiroxiphia_pareola,0.002352941,1,0,2
Chlamydochaera_jefferyi,0.00862069,8,0,2
Chlamydotis_undulata,0.000339022,31,144,18
Chlidonias_hybrida,0.007470854,157,20,11
Chlidonias_leucopterus,0.005590713,15,0,3
Chlidonias_niger,0.004079684,250,68,19
Chloephaga_melanoptera,0,0,0,2
Chloroceryle_aenea,,0,2,2
Chloroceryle_americana,,0,2,2
Chlorocharis_emiliae,0.011610817,9312,0,38
Chlorochrysa_calliparaea,0,0,0,2
Chloropeta_gracilirostris,0.000994036,1,0,2
Chloropeta_natalensis,0.013937282,12,0,2
Chloropeta_similis,0.007508494,20,0,3
Chlorophanes_spiza,0.003219948,8216,212,74
Chloropsis_aurifrons,0.020335601,1055,2,14
Chloropsis_cochinchinensis,0.034460837,1824,0,14
Chloropsis_cyanopogon,0.043507975,341,0,6
Chloropsis_flavipennis,0.004396231,6,0,3
Chloropsis_hardwickii,0.023406482,981,26,14
Chloropsis_jerdoni,0.001572327,2,0,3
Chloropsis_media,0.001715266,1,0,2
Chloropsis_palawanensis,0.001143511,2,0,3
Chloropsis_sonnerati,0.013671619,218,0,8
Chlorornis_riefferii,0,0,0,2
Chlorospingus_canigularis,0.084864392,291,0,3
Chlorospingus_flavigularis,0.036598287,418,0,5
Chlorospingus_ophthalmicus,0.050728544,6901,0,16
Chlorospingus_pileatus,0,0,0,3
Chlorothraupis_carmioli,0.003045685,3,0,2
Chlorothraupis_olivacea,0.006482982,4,0,2
Chlorothraupis_stolzmanni,0.012922465,13,0,2
Chondestes_grammacus,0.123762376,50,0,2
Chondrohierax_uncinatus,0.004511062,426,0,14
Chordeiles_acutipennis,0.016331292,56,0,3
Chordeiles_minor,0.023778185,249,28,8
Chordeiles_rupestris,,0,2,2
Chrysococcyx_lucidus,,0,2,2
Chrysococcyx_minutillus,0.002393776,1504,0,48
Chrysococcyx_osculans,,0,2,2
Chrysocolaptes_lucidus,0.044878088,230,16,7
Chrysolophus_amherstiae,0.017630119,175,8,6
Chrysomma_sinense,0.001604948,9,8,5
Chrysomus_icterocephalus,0.003448276,3,0,2
Chrysomus_ruficapillus,0.027118644,24,0,2
Chrysothlypis_chrysomelas,0.005300964,16,0,3
Cichlopsis_leucogenys,0.00102459,1,0,2
Cicinnurus_magnificus,0.009016393,27,4,4
Cicinnurus_regius,0.026159334,22,0,2
Cicinnurus_respublica,0.001189061,1,0,2
Ciconia_boyciana,0.004803074,5,4,3
Ciconia_ciconia,0.002184481,22,0,5
Ciconia_episcopus,0.009090909,9,0,2
Ciconia_maguari,0.002941176,3,0,2
Ciconia_nigra,0.001300276,8,0,4
Cinclidium_leucurum,0.001324873,4,0,3
Cinclodes_atacamensis,0.002469939,24,0,5
Cinclodes_oustaleti,0,0,0,2
Cinclodes_pabsti,0.002277904,2,0,2
Cincloramphus_mathewsi,0.004189944,3,0,2
Cinclus_cinclus,0.002641194,24070,212,137
Cinclus_mexicanus,0,0,0,3
Cinclus_pallasii,0.08,80,0,2
Circaetus_gallicus,0.033000944,63,8,4
Circus_aeruginosus,,0,2,2
Circus_cyaneus,0.009323938,533,26,14
Circus_spilonotus,0,0,0,9
Cissa_chinensis,0.016233766,15,0,2
Cissopis_leverianus,0.000961538,1,0,2
Cisticola_exilis,0,0,0,2
Cisticola_juncidis,0.019735992,930,0,10
Cistothorus_platensis,,0,2,2
Clamator_glandarius,,0,2,2
Clamator_jacobinus,,0,2,2
Clangula_hyemalis,0,0,0,2
Claravis_pretiosa,0.002688464,8,0,3
Climacteris_picumnus,0.012248469,14,0,2
Clytorhynchus_hamlini,0,0,0,2
Clytorhynchus_nigrogularis,0.002909796,3,0,2
Clytorhynchus_pachycephaloides,0.000969932,1,0,2
Clytorhynchus_vitiensis,0.004655674,72,0,6
Cnemotriccus_fuscatus,0.021872266,25,0,2
Cnipodectes_subbrunneus,0.022009569,23,0,2
Coccothraustes_coccothraustes,0.007661108,71,18,7
Coccothraustes_vespertinus,0.003483644,11,0,3
Coccycua_minuta,,0,2,2
Coccyzus_americanus,0.006151343,4492,82,42
Coccyzus_erythropthalmus,0.049526088,140,0,3
Cochoa_viridis,0.002672011,8,0,3
Coereba_flaveola,0.030141417,57095,0,72
Colaptes_auratus,0.014844928,325,14,8
Colaptes_auricularis,0.008893281,9,0,2
Colaptes_campestris,0.001346803,4,0,3
Colaptes_melanochloros,0.006574648,20,6,4
Colaptes_pitius,0.03437816,34,0,2
Colaptes_punctigula,0.001312336,4,0,3
Colaptes_rivolii,0.001001001,1,0,2
Colaptes_rubiginosus,0.041810432,422,0,5
Colaptes_rupicola,0.01801355,103,0,4
Colius_striatus,0.075345625,245,0,3
Collocalia_bartschi,0,0,4,3
Collocalia_brevirostris,0.026328701,225,10,6
Collocalia_elaphra,0,0,16,6
Collocalia_esculenta,0.048545689,14945,874,42
Collocalia_francica,0,0,12,5
Collocalia_fuciphaga,0.007153498,111084,20846,279
Collocalia_hirundinacea,0,0,0,2
Collocalia_linchi,0.007945258,172,20,9
Collocalia_maxima,0.004241115,2374,290,38
Collocalia_salangana,0.018658941,411,70,12
Collocalia_sawtelli,0,0,4,3
Collocalia_spodiopygia,0.044070006,1494,126,16
Collocalia_troglodytes,0.004926108,2,4,3
Collocalia_vanikorensis,0.01722488,54,0,3
Colluricincla_harmonica,0.023326924,660,0,8
Colluricincla_megarhyncha,0.036468062,70104,2032,175
Colonia_colonus,0.047787152,7292,0,18
Columba_arquatrix,0,0,0,3
Columba_bollii,0.000342334,6,0,7
Columba_elphinstonii,0.001224847,14,0,5
Columba_guinea,0.009259259,9,0,2
Columba_junoniae,0.000578471,3,0,4
Columba_livia,0.001678836,3200,856,66
Columba_oenas,0,0,4,3
Columba_palumbus,0.001880075,181,0,18
Columba_rupestris,0.001913876,2,0,2
Columba_trocaz,0.002650308,13,0,4
Columbina_buckleyi,0.047141424,47,0,2
Columbina_cruziana,0.025291095,156,0,4
Columbina_inca,0.000664673,2,0,3
Columbina_minuta,0,0,0,2
Columbina_passerina,0.003829314,54,0,6
Columbina_picui,0,0,0,3
Columbina_squammata,0.01811777,54,0,3
Columbina_talpacoti,0.003152384,9,4,4
Compsospiza_baeri,0.076702351,193,0,3
Compsospiza_garleppi,0.005910165,5,0,2
Conioptilon_mcilhennyi,0.002747253,2,8,4
Conirostrum_bicolor,0.006698565,7,0,2
Conirostrum_cinereum,0.024217962,24,0,2
Conopophaga_ardesiaca,0.008121827,8,0,2
Conopophaga_aurita,0.054379702,1923,0,9
Conopophaga_castaneiceps,0.023311852,135,0,4
Conopophaga_cearae,0.009475465,28,0,3
Conopophaga_lineata,0.035376983,901,16,9
Conopophaga_melanogaster,0.002030457,2,0,2
Conopophaga_melanops,0.013192679,272,0,7
Conopophaga_peruviana,0.004060914,4,4,3
Conopophaga_roberti,0.005462062,16,0,3
Conostoma_oemodium,0.008308215,94,0,5
Contopus_cooperi,0.001749781,2,0,2
Contopus_sordidulus,0.002624672,3,0,2
Contopus_virens,0.001749781,2,0,2
Copsychus_albospecularis,0.00201005,6,0,3
Copsychus_luzoniensis,0.00501002,5,0,2
Copsychus_malabaricus,0.008546071,26,0,3
Copsychus_saularis,0.034464437,18949,0,32
Copsychus_stricklandii,0.000668003,2,0,3
Coracina_melaschistos,,0,2,2
Coracina_novaehollandiae,,0,2,2
Coracopsis_nigra,0.014568833,29,0,3
Coracopsis_vasa,0.011467826,29,0,3
Coragyps_atratus,0.016770597,50,6,4
Corcorax_melanorhamphos,,0,2,2
Cormobates_leucophaea,0.008165646,28,0,3
Cormobates_placens,0,0,0,2
Corvus_cryptoleucus,0.006630766,88,60,11
Corvus_hawaiiensis,0,0,4,3
Corvus_macrorhynchos,0.004343686,103408,1648,210
Corvus_monedula,0.005405405,5,0,2
Corvus_orru,0.008281573,4,0,2
Corvus_ruficollis,0.004766444,5,0,2
Corvus_splendens,0.002460722,11517,0,91
Coryphistera_alaudina,0.001001001,1,0,2
Coryphospingus_cucullatus,0.003463494,46,0,6
Corythaeola_cristata,0.059588299,55,0,2
Corythaixoides_concolor,0.043848965,36,0,2
Corythopis_torquatus,0.058373206,61,4,3
Coscoroba_coscoroba,,0,2,2
Cossypha_anomala,0.025851703,258,0,5
Cossypha_archeri,0.018268882,177,0,5
Cossypha_caffra,0.015931864,159,0,5
Cossypha_cyanocampter,0.005763689,6,0,2
Cossypha_dichroa,0.057212301,172,0,3
Cossypha_isabellae,0.031593407,23,0,2
Cossypha_niveicapilla,0.013211382,13,0,2
Cossypha_polioptera,0.029467841,160,0,4
Cotinga_cayana,0.001323686,4,6,4
Cotinga_cotinga,0.001749781,2,0,2
Cotinga_maynana,0.058699701,352,0,4
Coturnicops_noveboracensis,0.004175097,384,0,19
Cracticus_nigrogularis,0,0,0,2
Cranioleuca_albicapilla,,0,6,3
Cranioleuca_albiceps,,0,2,2
Cranioleuca_antisiensis,,0,2,2
Cranioleuca_baroni,0.002392344,1,8,4
Cranioleuca_curtata,,0,2,2
Cranioleuca_demissa,,0,6,3
Cranioleuca_erythrops,,0,6,3
Cranioleuca_henricae,,0,2,2
Cranioleuca_marcapatae,,0,2,2
Cranioleuca_obsoleta,,0,2,2
Cranioleuca_pyrrhophia,0.01565161,7,16,5
Cranioleuca_vulpecula,,0,2,2
Crax_alberti,0.00152439,2,8,4
Crax_alector,0.03147896,19,8,4
Crax_blumenbachii,0.009146341,6,0,2
Crax_daubentoni,0.0026796,7,6,4
Crax_fasciolata,0.003288035,6,14,5
Crax_globulosa,0.035573123,9,4,3
Crax_rubra,0.01299403,114,10,6
Creagrus_furcatus,0.020718232,15,4,3
Creurgops_dentatus,0,0,0,2
Creurgops_verticalis,0,0,0,2
Crossleyia_xanthophrys,0.001396648,1,0,2
Crossoptilon_auritum,0.005905512,70,0,6
Crossoptilon_crossoptilon,0.007665037,174,0,8
Crossoptilon_harmani,0.012164495,208,0,7
Crossoptilon_mantchuricum,0.006366652,74,0,6
Crotophaga_ani,0.02857486,92,0,3
Crypsirina_temia,0.004338395,4,0,2
Cryptosylvicola_randrianasoloi,0.016260163,14,0,2
Crypturellus_soui,0.046829881,746,0,6
Cuculus_canorus,0.005089059,20,12,7
Cuculus_fugax,,0,2,2
Cuculus_poliocephalus,0.006676039,20,14,5
Cuculus_saturatus,0.018451014,15,2,3
Culicicapa_ceylonensis,0.004234307,419,0,15
Curaeus_curaeus,0,0,0,2
Cyanerpes_caeruleus,0.010068481,7576,140,41
Cyanerpes_cyaneus,0.001557604,17,0,5
Cyanerpes_lucidus,0.004160888,3,0,2
Cyanerpes_nitidus,0.000956938,1,0,2
Cyanochen_cyanoptera,0,0,0,2
Cyanocitta_cristata,,0,2,2
Cyanocitta_stelleri,0.003026962,2799,0,43
Cyanocompsa_brissonii,0.020162602,62,0,3
Cyanocompsa_cyanoides,0.033375251,327,0,5
Cyanocompsa_parellina,0.086862106,80,0,2
Cyanocorax_affinis,0.002502503,15,0,4
Cyanocorax_beecheii,,0,2,2
Cyanocorax_cayanus,0.003003003,30,0,5
Cyanocorax_chrysops,0.007235437,105,0,6
Cyanocorax_cristatellus,0.000667334,2,0,3
Cyanocorax_cyanomelas,0.005405405,54,0,5
Cyanocorax_cyanopogon,0.004004004,4,0,2
Cyanocorax_dickeyi,0.002002002,6,0,3
Cyanocorax_melanocyaneus,0.001001001,1,0,2
Cyanocorax_morio,0.013646821,37,6,4
Cyanocorax_mystacalis,0.003003003,18,0,4
Cyanocorax_sanblasianus,0.026570048,11,0,2
Cyanocorax_violaceus,0.036275384,216,0,4
Cyanocorax_yncas,0.035054277,520,0,6
Cyanocorax_yucatanicus,0.007014028,7,4,3
Cyanoliseus_patagonus,0.004971179,31507,316,159
Cyanoloxia_glaucocaerulea,0.004628414,14,0,3
Cyanopica_cyanus,0.007299839,66180,0,128
Cyanopsitta_spixii,0.005092949,90,14,8
Cyanoptila_cyanomelana,0.075765261,468,0,4
Cyanoramphus_auriceps,0.001928718,8,18,6
Cyanoramphus_malherbi,0,0,4,3
Cyanoramphus_novaezelandiae,0.006522282,19,4,4
Cyclarhis_gujanensis,0.047689682,294,8,5
Cygnus_atratus,0.003980355,7,22,6
Cygnus_columbianus,0.003608959,24,8,5
Cygnus_melancoryphus,,0,2,2
Cymbilaimus_lineatus,0.015122756,18774,100,51
Cyornis_banyumas,0.003422313,20,0,4
Cyornis_concretus,0.007186858,7,0,2
Cyornis_hainanus,0.005436213,413,0,13
Cyornis_pallipes,0.000720461,21,0,8
Cyornis_poliogenys,0.003842459,4,0,2
Cyornis_rubeculoides,0.019403676,846,0,10
Cyornis_unicolor,0.003080082,3,0,2
Cypseloides_niger,0,0,4,3
Cypsiurus_balasiensis,0.002697928,25,8,7
Cypsiurus_parvus,0.005008354,12,0,3
Cypsnagra_hirundinacea,0.01055409,24,8,5
Dacelo_novaeguineae,0,0,0,2
Dacnis_cayana,0.005155047,33,0,4
Dacnis_venusta,0.005978068,31,0,4
Daphoenositta_chrysoptera,0.037282044,594,0,6
Daption_capense,,0,2,2
Dasyornis_broadbenti,0.001934236,2,0,2
Deconychura_longicauda,0.027054796,162,0,4
Delichon_dasypus,0.033502538,33,0,2
Delichon_urbicum,0.015572859,14,0,2
Delothraupis_castaneoventris,0,0,0,2
Dendragapus_canadensis,0.008237232,5,0,2
Dendragapus_fuliginosus,0.000232784,72,0,25
Dendrexetastes_rufigula,0.010382784,2574,0,23
Dendrocincla_anabatina,0.00240096,6,0,3
Dendrocincla_fuliginosa,0.037756972,1180403,2024,257
Dendrocincla_homochroa,0.004666783,14,0,3
Dendrocincla_merula,0.026414975,395,0,6
Dendrocincla_turdina,0.016451575,337,0,7
Dendrocincla_tyrannina,0.082915413,248,0,3
Dendrocitta_formosae,0.045804258,129,0,3
Dendrocitta_vagabunda,,0,2,2
Dendrocolaptes_certhia,0.015786415,15518,0,45
Dendrocolaptes_picumnus,0.046767225,456,10,6
Dendrocolaptes_platyrostris,0.004464377,2309,0,33
Dendrocolaptes_sanctithomae,0.002535962,92,0,9
Dendrocopos_auriceps,0.004201681,4,4,3
Dendrocopos_cathpharius,0.020858896,17,4,3
Dendrocopos_darjellensis,0,0,0,2
Dendrocopos_hyperythrus,,0,2,2
Dendrocopos_kizuki,0.005345765,30,0,4
Dendrocopos_leucotos,0.003933943,166,20,11
Dendrocopos_macei,0.038862904,185,16,6
Dendrocopos_mahrattensis,0.022801303,7,0,2
Dendrocopos_major,0.005475264,1618,0,26
Dendrocopos_minor,0.006969857,20,0,3
Dendrocopos_moluccensis,0.015923567,15,0,2
Dendrocopos_noguchii,0.00052521,3,0,4
Dendrocygna_javanica,0.002870813,3,4,3
Dendroica_adelaidae,0.02552523,272,0,5
Dendroica_angelae,0.003508772,4,0,2
Dendroica_caerulescens,0.003508772,4,0,2
Dendroica_castanea,0.001754386,2,0,2
Dendroica_coronata,0.019595259,458,0,7
Dendroica_discolor,0.005263158,18,0,3
Dendroica_dominica,0.001754386,2,0,2
Dendroica_magnolia,0.005263158,6,0,2
Dendroica_palmarum,0.002631579,3,0,2
Dendroica_pensylvanica,0.00519076,17,0,3
Dendroica_petechia,0.015340517,105,0,4
Dendroica_pharetra,0.003508772,4,0,2
Dendroica_pinus,0.003071844,21,0,4
Dendroica_striata,0.03980533,121,6,4
Dendroica_tigrina,0.00058326,2,0,3
Dendroica_virens,0.003645928,11,0,3
Dendroica_vitellina,0.002982384,34,0,5
Dendropicos_fuscescens,0,0,0,2
Dendroplex_kienerii,0.000608349,116,0,21
Dendroplex_picus,0.016730289,251,0,6
Dicaeum_cruentatum,0.000888099,1,0,2
Dicaeum_trigonostigma,0.023258799,1380,0,11
Dichrozona_cincta,0.006006006,6,0,2
Dicrurus_aeneus,0.004761905,2,4,3
Dicrurus_aldabranus,0.002267574,1,0,2
Dicrurus_annectans,,0,2,2
Dicrurus_atripennis,0.027210884,12,0,2
Dicrurus_balicassius,,0,2,2
Dicrurus_bracteatus,,0,6,3
Dicrurus_forficatus,0.001511716,2,0,3
Dicrurus_fuscipennis,0.006818182,3,0,2
Dicrurus_hottentottus,0.013762699,15,8,4
Dicrurus_leucophaeus,0.006046863,8,6,4
Dicrurus_ludwigii,0.002267574,1,0,2
Dicrurus_macrocercus,0.001949318,2,4,3
Dicrurus_modestus,0,0,0,2
Dicrurus_paradiseus,0.032233981,34,2,3
Dicrurus_remifer,0.002272727,1,10,4
Didunculus_strigirostris,0.010773131,34,0,3
Diglossa_baritula,0.004374453,5,0,2
Diglossa_brunneiventris,0,0,0,2
Diglossa_cyanea,0.006520559,18,0,3
Diglossa_mystacalis,0.008756567,10,0,2
Diglossa_plumbea,0.003285871,3,0,2
Diglossa_sittoides,0.002714441,15,0,4
Diglossa_venezuelensis,0.000874891,1,0,2
Dinopium_benghalense,,0,2,2
Dinopium_javanense,0.003665551,6,2,3
Diomedea_epomophora,0.000874891,1,0,2
Diomedea_exulans,0.097222222,98,0,2
Diuca_diuca,0.016727614,89,0,4
Dives_dives,0.001939864,6,6,4
Dolichonyx_oryzivorus,0,0,0,3
Doliornis_sclateri,0,0,4,3
Dolospingus_fringilloides,0.001749781,6,0,3
Donacobius_atricapilla,0.02033653,61,0,3
Dromococcyx_phasianellus,,0,2,2
Drymophila_caudata,0.00130534,4,0,3
Drymophila_devillei,0.01413553,289,0,11
Dryocopus_javensis,,0,2,2
Dryocopus_lineatus,0.001960784,2,4,3
Dryocopus_martius,0.003832035,11,2,4
Dryocopus_pileatus,0.007480004,44,8,5
Dubusia_taeniata,0,0,0,2
Ducula_bicolor,0.012364511,23,8,4
Ducula_pacifica,0.001308472,4,0,3
Ducula_pinon,0.041365047,40,0,2
Ducula_rubricera,0.008733624,8,0,2
Ducula_rufigaster,0.000980392,1,0,2
Dulus_dominicus,0.019791667,19,0,2
Dumetella_carolinensis,,0,6,3
Dumetia_hyperythra,0.00725455,21,0,3
Dysithamnus_mentalis,0.012279617,122,0,5
Dysithamnus_puncticeps,0.012255183,72,0,4
Egretta_eulophotes,0.004374453,5,0,2
Egretta_garzetta,0.001749781,2,10,4
Elaenia_chiriquensis,0.003957784,9,8,5
Elaenia_cristata,0.007021063,7,0,2
Elaenia_flavogaster,0,0,4,3
Elanoides_forficatus,0.016854227,235,16,9
Eleoscytalopus_indigoticus,0.018164148,93,0,6
Eleoscytalopus_psychopompus,0,0,0,2
Elminia_albonotata,0.022809124,19,0,2
Elminia_longicauda,,0,2,2
Elminia_nigromitrata,0.007824726,5,0,2
Emberiza_aureola,0.001135381,5,0,4
Emberiza_bruniceps,0.00843061,26,6,4
Emberiza_buchanani,0.003067485,2,0,2
Emberiza_caesia,0.004688639,21,0,4
Emberiza_capensis,0.019357053,95,0,4
Emberiza_chrysophrys,0.000960615,1,4,3
Emberiza_cia,0.005775925,50,0,5
Emberiza_cineracea,0.006024096,6,4,3
Emberiza_cioides,0.001224165,34,0,8
Emberiza_cirlus,0.002207202,19,0,5
Emberiza_citrinella,0.002470948,49,32,10
Emberiza_elegans,0.009640252,695,0,15
Emberiza_flaviventris,0.00662303,41,0,4
Emberiza_fucata,0.057220632,1023,0,7
Emberiza_godlewskii,0.024824841,1296,0,12
Emberiza_hortulana,0.002619616,28,0,6
Emberiza_impetuani,0.007066973,20,0,3
Emberiza_jankowskii,0.00192123,2,0,2
Emberiza_leucocephalos,0.001405504,3,0,3
Emberiza_melanocephala,0.002532078,6,4,4
Emberiza_pallasi,0.001947412,32,24,8
Emberiza_pusilla,0.01675648,258,12,7
Emberiza_rustica,0.014020404,1507,0,16
Emberiza_rutila,0.003450656,48,0,6
Emberiza_schoeniclus,0.003666478,334,252,25
Emberiza_socotrana,0.004170635,5,0,3
Emberiza_spodocephala,0.005772692,261,14,12
Emberiza_stewarti,0.001287323,8,0,4
Emberiza_striolata,0.002901354,3,0,2
Emberiza_sulphurata,0.003842459,4,0,2
Emberiza_tahapisi,0.020823949,354,0,7
Emberiza_tristrami,0.002314887,44,0,7
Emberiza_variabilis,0.003274962,14,0,4
Emberiza_yessoensis,0.009661836,10,0,2
Emberizoides_herbicola,0.018386708,178,0,5
Emberizoides_ypiranganus,0.000923361,1,0,2
Embernagra_platensis,0.030205951,164,0,4
Empidonax_albigularis,0.001749781,2,0,2
Empidonax_alnorum,0.002891596,14490,804,137
Empidonax_atriceps,0,0,0,2
Empidonax_difficilis,0.00627005,43,0,4
Empidonax_flavescens,0.008165646,28,0,3
Empidonax_flaviventris,0.000874891,1,0,2
Empidonax_fulvifrons,0.004374453,5,0,2
Empidonax_hammondii,0.006129597,7,0,2
Empidonax_minimus,0.009577415,106,0,5
Empidonax_oberholseri,0.002624672,3,0,2
Empidonax_occidentalis,0.002362362,14,0,4
Empidonax_traillii,0.003399804,16276,552,95
Empidonax_virescens,0.001752084,3,8,4
Empidonax_wrightii,0.002916302,10,0,3
Enicurus_leschenaulti,0.038273235,112,0,3
Enicurus_scouleri,0.00234093,14,0,4
Entomodestes_leucotis,0.004878049,5,10,4
Eophona_migratoria,0.010524975,32,0,3
Eophona_personata,0.000721501,2,0,3
Eopsaltria_australis,0.030475984,20078,0,35
Eopsaltria_georgiana,0,0,0,1
Eopsaltria_griseogularis,0.001895596,13,0,4
Eos_cyanogenia,0.001503643,6,0,4
Ephippiorhynchus_asiaticus,0.021042084,21,0,2
Ephippiorhynchus_senegalensis,0.002012072,2,0,2
Epimachus_albertisi,0.005317465,15,0,3
Epimachus_fastuosus,0.002378121,2,0,2
Epimachus_meyeri,0.011890606,10,0,2
Epinecrophylla_fjeldsaai,0.000956938,1,0,2
Epinecrophylla_fulviventris,0.002183411,61,0,8
Epinecrophylla_haematonota,0.0261563,82,0,3
Epinecrophylla_leucophthalma,0.017500438,288,48,11
Epinecrophylla_ornata,0.002870813,3,0,2
Epinecrophylla_spodionota,0.011483254,12,0,2
Epthianura_albifrons,0.003831418,4,0,2
Epthianura_crocea,0.005364807,5,0,2
Eremiornis_carteri,0.016783217,12,0,2
Eremophila_alpestris,0.014462449,7588,0,35
Eremopsaltria_mongolicus,0.003250271,3,0,2
Eremopterix_griseus,0.001998002,2,4,3
Eremopterix_nigriceps,0.022724753,288,0,6
Eremopterix_verticalis,,0,2,2
Ergaticus_ruber,0.002993954,7429,0,77
Ergaticus_versicolor,0.001235665,22,0,7
Erithacus_akahige,0.004436186,3310,0,39
Erithacus_komadori,0.021392746,603,0,8
Erithacus_rubecula,0.016935645,157071,292,147
Erpornis_zantholeuca,0.01771993,270,12,7
Erythrocercus_mccallii,0.052694611,44,0,2
Erythropygia_barbata,0.003006012,3,0,2
Erythropygia_coryphaeus,0.038076152,38,0,2
Erythropygia_galactotes,0.029058116,29,0,2
